"DWR_Site","EMP_Site","Lat","Lon","RepCont","Collection_Date","Collection_Month","Collection_ID","Survey_Year","field.PST","field.Water.temp","field.DO.mgL","field.DO.perc","field.Secchi","field.SC.uScm","field.Salinity","field.NTU","field.pH","field.Chla","field.Fluor","bryte.NH4.mgL","bryte.NO3.mgL","bryte.Chloride.mgL","bryte.Calcium.mgL","bryte.DOC.mgL","bryte.TOC.mgL","bryte.DON.mgL","bryte.total.kjeldahl.n.mgL","bryte.SRP.mgL","bryte.TP.mgL","bryte.SiO2.mgL","bryte.VSS.mgL","bryte.TDS.mgL","bryte.TSS.mgL","bryte.amb.Chla.ugL","bryte.amb.Pheo.ugL","bryte.towNet.Chla.ave.ugL","bryte.towNet.Chla.corrected","bryte.towNet.Pheo.uncorrected","bryte.towNet.Pheo.corrected","dwr.MIC_totbvL","ucd.qpcr.total.MIC","ucd.qpcr.toxin.MIC","ucd.qpcr.DOLICO","ucd.qpcr.APHA","ucd.qpcr.total.CYA","ucd.ppia.MC.total.ugL","ucd.elisa.STX.dissolved.ugL","ucd.elisa.ANA.a.dissolved.ugL"
"FieldCont","FieldCont",NA,NA,1,"",10,5,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2018-12-11",12,6,2018,800,11.5,9.68,NA,74,7278,3.99,8.4,8.1,NA,1.2,0.2,0.53,2600,49,2,2,0.3,0.4,0.082,0.09,7.1,2,3500,13,1,0.7,NA,NA,NA,NA,4680000,0,0,0,0,20684,0,0.024181095,0
"","D22",38.08453,-121.7391,0,"2018-12-11",12,6,2018,940,11.17,8.83,NA,60,1756,0.87,14.4,7.87,NA,1.9,0.21,0.59,450,23,3.2,3.2,0.38,0.5,0.084,0.1,16.9,2,1010,16,0.9,1.17,NA,NA,NA,NA,468000,143,380,0,0,20101,0,0,0
"AT","D12",38.02161,-121.8063,0,"2018-12-12",12,6,2018,850,11.39,9.06,NA,76,4228,2.22,10.3,7.82,NA,1.7,0.17,0.54,1080,39,2.3,2.3,0.1,0.44,0.081,0.09,16.2,2,2320,14,0.97,0.65,NA,NA,NA,NA,319000,141,0,0,0,23402,0,0,0
"FT","D19",38.04376,-121.6148,0,"2018-12-12",12,6,2018,1100,11.53,9.32,NA,160,1113,0.53,2.2,7.96,NA,1.2,0.14,0.58,225,19,3.1,3.1,0.3,0.38,0.07,0.07,16,0,557,2,1.06,0.65,NA,NA,NA,NA,5990000,141,0,0,0,34231,0,0,0
"OR","D28A",37.97048,-121.573,0,"2018-12-12",12,6,2018,1140,11.23,9.19,NA,240,721,0.33,0.6,8.16,NA,1.5,0.1,0.56,148,18,3.1,3.2,0.22,0.4,0.059,0.07,15.3,0,396,2,0.9,0.59,NA,NA,NA,NA,0,0,0,0,0,30881,0,0,0
"","D16",38.0969,-121.6691,0,"2018-12-13",12,6,2018,845,11.31,9.14,NA,180,957,0.45,3.4,7.58,NA,1.5,0.121,0.59,211,19,3.1,3.2,0.22,0.38,0.077,0.07,17.4,1,542,5,0.78,0,NA,NA,NA,NA,733000,0,0,0,0,28852,0,0,0
"","D26",38.07664,-121.5669,0,"2018-12-13",12,6,2018,950,11.18,8.84,NA,156,554,0.25,4.9,7.51,NA,2.2,0.14,0.61,107,18,3.5,3.5,0.3,0.5,0.08,0.09,18.4,1,314,5,0.65,0.56,NA,NA,NA,NA,0,144,0,0,0,14079,0,0,0
"","MD10A",38.04226,-121.4199,0,"2018-12-13",12,6,2018,1110,10.95,8.34,NA,236,276,0.12,1.9,7.38,NA,2.6,0.05,0.57,32,17,3.8,3.8,0.3,0.44,0.077,0.078,14.8,1,157,2,0,0,NA,NA,NA,NA,215000,0,0,0,704,31211,0,0,0
"RR","P8",37.97817,-121.3823,0,"2018-12-13",12,6,2018,1205,11.58,8.33,NA,196,662,0.3,3.2,7.44,NA,2.3,0.17,2.45,110,26,4.1,4.1,0.3,0.6,0.303,0.29,12,1,368,3,0.76,0,NA,NA,NA,NA,0,141,0,0,0,11183,0,0,0
"","D8",38.05992,-121.99,0,"2018-12-14",12,6,2018,1105,11.6,9.21,NA,80,17391,10.22,8.4,7.65,NA,2,0.17,0.49,5600,130,1.2,1.3,0,0.3,0.082,0.09,12.3,3,10700,18,0.93,0,NA,NA,NA,NA,0,189,0,0,0,17928,0,0.039095779,0
"FieldCont","FieldCont",NA,NA,1,"",12,6,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-06-11",6,1,2019,1230,21.12,8.46,NA,84,116,0.05,5.8,7.54,NA,1.5,0,0.15,6,8,1.8,1.8,0.2,0.2,0.05,0.05,13.9,1,72,6,1.4,0,NA,NA,NA,NA,0,0,0,0,0,437,0,0,0
"","D22",38.08453,-121.7391,0,"2019-06-11",6,1,2019,1315,19.99,8.7,NA,100,103,0.04,5,7.53,NA,0.8,0.07,0.14,3,8,1.6,1.6,0.13,0.2,0,0.04,14.3,1,61,6,0.72,0,NA,NA,NA,NA,0,11,0,0,162,1501,0,0,0
"AT","D12",38.02161,-121.8063,0,"2019-06-07",6,1,2019,650,20.19,8.47,NA,80,131,0.05,7.4,7.79,NA,2.1,0,0.17,9,9,2.1,2.1,0.2,0.3,0.055,0.062,14.1,1,81,8,1.73,0.89,NA,NA,NA,NA,0,0,0,0,0,2008,0,0,0
"FT","D19",38.04376,-121.6148,0,"2019-06-07",6,1,2019,755,20.45,8.54,NA,140,121,0.05,4.2,7.61,NA,2.9,0,0.155,9,8.5,2.2,2.2,0.2,0.215,0.054,0.06,12.7,0,68,3,0,0,NA,NA,NA,NA,0,0,0,0,0,1165,0,0,0.15
"OR","D28A",37.97048,-121.573,0,"2019-06-07",6,1,2019,835,22.45,7.87,NA,132,152,0.06,3.5,7.55,NA,2.1,0,0.12,16,9,2.7,2.7,0.13,0.3,0.07,0.07,8.9,0,87,5,0.56,0.54,NA,NA,NA,NA,23200,0,0,0,0,1079,0,0,0
"","D16",38.0969,-121.6691,0,"2019-06-10",6,1,2019,820,20.41,8.59,NA,136,104,0.04,4.8,7.24,NA,1.2,0,0.15,6,8,1.9,2,0.1,0.2,0.05,0.05,12.8,0,65,5,0.5,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"","D26",38.07664,-121.5669,0,"2019-06-10",6,1,2019,910,20.1,8.47,NA,136,96,0.04,4.4,7.33,NA,1.1,0,0.14,5,7,2.1,2.2,0.2,0.2,0.05,0.05,12.9,0,59,4,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"","MD10A",38.04226,-121.4199,0,"2019-06-10",6,1,2019,1025,23.49,7.83,NA,116,143,0.06,4,7.42,NA,3.4,0,0,11.6,9,3.2,3.2,0.25,0.4,0.096,0.112,12.2,0,84,4,2.49,0,NA,NA,NA,NA,60100,0,0,24,340,1380,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-06-10",6,1,2019,1145,20.98,7.88,NA,80,95,0.04,5.2,7.55,NA,2.6,0,0.18,6,7,3.2,3.4,0.22,0.3,0.089,0.09,9.5,1,59,6,2.85,0.67,NA,NA,NA,NA,0,0,0,0,20,1190,0,0,0
"","D8",38.05992,-121.99,0,"2019-06-11",6,1,2019,1100,21.37,8.62,NA,68,135,0.06,6.9,7.51,NA,2.3,0,0.16,10.1,207,1.9,1.9,0.1,0.3,0.051,0.05,7.71,0,77,5,2.15,0,NA,NA,NA,NA,123000,0,0,0,16,2123,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",6,1,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-07-08",7,2,2019,800,21.54,8.32,94.6,48,1055,0.5,14,7.62,NA,NA,0,0.223,259,15.4,2,2,0.14,0.218,0.062,0.07,13.4,4,588,24,2.79,2.06,NA,NA,NA,NA,215000,0,0,0,0,2946,0,0,0
"","D22",38.08453,-121.7391,0,"2019-07-08",7,2,2019,850,21.74,8.28,94.2,60,133,0.05,10,7.62,NA,NA,0.083,0.264,9.06,9.31,1.8,1.8,0.1,0.236,0.057,0.068,14.7,3,80,17,3.44,1.68,NA,NA,NA,NA,0,0,0,0,0,3966,0,0,0
"AT","D12",38.02161,-121.8063,0,"2019-07-09",7,2,2019,940,21.92,8.21,93.8,56,450,0.2,10.6,7.61,NA,3.54,0,0.186,94.8,11.1,2.1,2.1,0.15,0.251,0.064,0.072,13.2,3,245,14,1.56,1.27,NA,NA,NA,NA,60300,0,0,0,0,330,0,0,0.18
"FT","D19",38.04376,-121.6148,0,"2019-07-09",7,2,2019,1045,22.86,8.2,95.3,132,125,0.05,2.8,7.68,NA,1.66,0,0.175,9.06,8.67,2.1,2.1,0.14,0.207,0.06,0.06,13,1,75,4,1.34,0.93,NA,NA,NA,NA,9950,0,0,24,1510,1782,0,0,0
"OR","D28A",37.97048,-121.573,0,"2019-07-09",7,2,2019,1125,24.06,8.72,103.7,164,119,0.05,1.5,8.76,NA,1.19,0,0.05,8.4,8.07,2.4,2.4,0.13,0.217,0.07,0.07,10.7,1,73,3,0.81,0.55,NA,NA,NA,NA,323000,0,0,0,0,0,0,0,0
"","D16",38.0969,-121.6691,0,"2019-07-10",7,2,2019,925,22.61,8.38,96.9,120,122,0.05,4.5,7.73,NA,2.36,0,0.197,8.3,8.53,2.1,2.1,0.11,0.223,0.058,0.095,13.1,1,72,6,1.64,1.26,NA,NA,NA,NA,0,0,0,0,57,837,0,0,0
"","D26",38.07664,-121.5669,0,"2019-07-10",7,2,2019,1030,22.61,8.26,95.6,124,113,0.05,4.5,7.62,NA,1.25,0.076,0.205,5.98,8.51,1.8,1.8,0,0.213,0.052,0.053,13.4,1,68,5,1.4,0.91,NA,NA,NA,NA,123000,0,0,72,0,2922,0,0,0
"","MD10A",38.04226,-121.4199,0,"2019-07-10",7,2,2019,1145,25.06,7.68,93.2,128,127,0.05,2.8,7.57,NA,3.86,0,0.064,9.66,8.95,3,3.1,0.15,0.274,0.052,0.06,13.6,1,75,4,4.26,1.42,NA,NA,NA,NA,337000,0,0,0,0,2366,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-07-10",7,2,2019,1310,23.16,7.1,85.1,100,323,0.14,6.1,7.48,NA,3.28,0.057,0.63,46.8,14.8,3.6,3.3,0.27,0.419,0.106,0.113,11.6,1,177,6,4.06,0.78,NA,NA,NA,NA,0,0,0,0,16,3307,0,0,0
"","D8",38.05992,-121.99,0,"2019-07-11",7,2,2019,1100,21.74,8.54,98.1,40,3148,1.62,19.5,7.8,NA,2.29,0,0.25,811,27.4,1.8,1.9,0.14,0.232,0.066,0.085,13.4,4,1680,26,1.79,0.73,NA,NA,NA,NA,0,0,0,0,22,1002,0,0,0
"FieldCont","FieldCont",NA,NA,1,"",7,2,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-08-08",8,3,2019,1150,22.87,8.14,95.2,56,2245,1.13,12.6,7.77,NA,3.05,0,0.211,578,23.4,1.7,1.7,0.13,0.199,0.065,0.066,13.7,2,1230,16,3.97,1.41,NA,NA,NA,NA,76300,0,0,0,16,693,0,0,0
"","D22",38.08453,-121.7391,0,"2019-08-08",8,3,2019,1240,23.01,8.29,96.7,76,143,0.06,8,7.79,NA,4.04,0.095,0.228,7.8,10,1.7,1.7,0.11,0.288,0.068,0.07,15.5,1,95,13,3.24,0.67,NA,NA,NA,NA,0,0,0,0,0,2748,0,0,0
"AT","D12",38.02161,-121.8063,0,"2019-08-06",8,3,2019,830,22.97,7.85,91.9,60,1911,0.95,10.8,7.56,NA,2.88,0,0.193,480,20.4,1.8,1.9,0.18,0.258,0.066,0.069,12.4,1,1030,12,2.27,1.17,NA,NA,NA,NA,982000,0,0,0,0,234,0,0,0
"FT","D19",38.04376,-121.6148,0,"2019-08-06",8,3,2019,935,24.23,7.86,93.8,152,363,0.16,3.4,7.71,NA,2.1,0,0.171,69.5,11,1.9,2.4,0.18,0.229,0.07,0.07,12.3,2,202,3,1.72,1.27,NA,NA,NA,NA,1.75e+08,0,0,0,0,0,0.36,0,0
"OR","D28A",37.97048,-121.573,0,"2019-08-06",8,3,2019,1010,25.23,8.19,99.6,208,233,0.1,2.1,8.48,NA,1.42,0,0.058,34,9.71,2.4,3.2,0.18,0.264,0.07,0.072,10.5,0,129,2,1.09,0.78,NA,NA,NA,NA,490000,0,0,0,0,0,0,0,0
"","D16",38.0969,-121.6691,0,"2019-08-07",8,3,2019,740,24.33,7.59,90.8,100,307,0.13,6.1,7.56,NA,2.62,0,0.203,52.9,11.3,1.9,1.9,0.13,0.229,0.063,0.066,14.1,1,168,7,2.65,2.14,NA,NA,NA,NA,4.38e+08,0,0,0,28,45,0,0,0
"","D26",38.07664,-121.5669,0,"2019-08-07",8,3,2019,835,24.12,7.49,89.2,144,154,0.06,4.1,7.5,NA,2.05,0.083,0.211,12.3,10.3,1.8,1.8,0,0.251,0.061,0.067,15.5,1,88,4,0.99,0.76,NA,NA,NA,NA,1.5e+08,35,0,0,329,319,0,0,0.17
"","MD10A",38.04226,-121.4199,0,"2019-08-07",8,3,2019,945,26.47,6.82,84.9,160,140,0.06,2.9,7.38,NA,3.61,0,0.071,9.25,10,2.8,2.8,0.18,0.29,0.069,0.081,15.5,1,83,3,2.91,1.19,NA,NA,NA,NA,41300000,0,0,0,77,521,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-08-07",8,3,2019,1100,25.71,7.58,93.1,128,371,0.16,4.1,7.56,NA,4.96,0,0.595,57.9,15.7,2.7,2.7,0.34,0.469,0.148,0.156,12.1,1,209,5,3.87,1.04,NA,NA,NA,NA,1.86e+08,0,0,0,38,1248,0,0,0
"","D8",38.05992,-121.99,0,"2019-08-09",8,3,2019,1105,21.87,8.19,95.7,60,7545,4.14,9.7,7.84,NA,2.72,0,0.206,1860,47.3,1.6,1.6,0.15,0.186,0.069,0.07,11.6,2,3810,9,3.11,0.75,NA,NA,NA,NA,9390000,0,0,0,0,642,0,0.024,0.19
"FieldCont","FieldCont",NA,NA,1,"",8,3,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-09-06",9,4,2019,1105,22.21,8.05,92.6,48,885,0.42,16.6,7.66,NA,2.35,0,0.223,205,14.4,1.8,1.8,0.26,0.37,0.076,0.076,13.5,4,487,23,2.3,1.59,NA,NA,NA,NA,0,0,1308,0,39,2325,0,0,0
"","D22",38.08453,-121.7391,0,"2019-09-06",9,4,2019,1155,22.37,8.17,94.1,80,142,0.06,6.6,7.62,NA,2.51,0.098,0.209,5.6,10.7,1.7,1.5,0,0.308,0.06,0.06,16,2,91,10,1.99,0,NA,NA,NA,NA,0,0,171,0,0,2682,0,0,0
"AT","D12",38.02161,-121.8063,0,"2019-09-04",9,4,2019,835,22.53,7.93,91.8,60,631,0.29,13.7,7.61,NA,2.29,0,0.212,139,12.9,2.4,2.6,0.21,0.25,0.072,0.08,14.1,2,344,16,1.84,1.13,NA,NA,NA,NA,1110000,0,0,36,738,1974,0,0,0.55
"FT","D19",38.04376,-121.6148,0,"2019-09-04",9,4,2019,950,23.21,7.72,90.3,180,185,0.08,1.1,7.68,NA,1.63,0,0.185,20.4,10.5,2.2,2.2,0.19,0.22,0.062,0.06,13.7,1,108,3,1.69,0.89,NA,NA,NA,NA,1.15e+08,0,0,36,836,1356,0.26,0,0
"OR","D28A",37.97048,-121.573,0,"2019-09-04",9,4,2019,1035,24.47,8.35,100.3,252,184,0.08,1.3,8.45,NA,1.38,0,0.062,18.1,10.6,2.3,2.3,0.17,0.19,0.065,0.069,12.3,0,102,2,1.1,0.66,NA,NA,NA,NA,0,42,0,1356,1138,2340,0.29,0,0.15
"","D16",38.0969,-121.6691,0,"2019-09-05",9,4,2019,800,23.28,7.92,92.9,112,175,0.07,4.9,7.62,NA,2.64,0,0.215,15,10.4,1.9,1.8,0.23,0.252,0.061,0.062,14.9,2,99,6,0.72,0,NA,NA,NA,NA,1.4e+07,0,0,60,606,1326,0.29,0,0
"","D26",38.07664,-121.5669,0,"2019-09-05",9,4,2019,855,23.07,7.81,91.2,140,144,0.06,3.9,7.55,NA,1.94,0.068,0.199,7.4,10.5,1.7,1.7,0.12,0.265,0.057,0.054,15.3,2,87,5,0,0,NA,NA,NA,NA,5060000,431,0,0,3877,1790,0,0,0
"","MD10A",38.04226,-121.4199,0,"2019-09-05",9,4,2019,1010,25.34,6.87,83.8,256,153,0.06,1.2,7.37,NA,3.22,0,0.061,9.1,11.2,2.7,2.7,0.25,0.3,0.065,0.071,15.1,1,93,2,2.65,1.43,NA,NA,NA,NA,470000,0,0,0,0,2291,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-09-05",9,4,2019,1125,24.01,8.37,99.5,116,246,0.11,6.9,7.59,NA,2.68,0,0.74,31,11.9,2.4,2.4,0.31,0.533,0.156,0.166,10.7,3,138,6,10.4,7.25,NA,NA,NA,NA,4.41e+10,9290,119,0,0,21877,0,0,0
"","D8",38.05992,-121.99,0,"2019-09-06",9,4,2019,935,21.86,8.18,94.5,48,3740,1.95,21.4,7.68,NA,2.15,0,0.241,1040,31.2,1.7,1.8,0.24,0.257,0.085,0.084,13.8,6,2120,29,2.45,1.2,NA,NA,NA,NA,23600000,0,0,0,0,4671,0.26,0,0
"FieldCont","FieldCont",NA,NA,1,"",9,4,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-10-07",10,5,2019,1305,18.88,8.64,93.4,60,1273,0.61,10.6,7.75,NA,2.3,0.12,0.2,340,17,1.8,1.9,0,0.11,0.1,0.077,15,2,740,14,2.16,0.9,NA,NA,NA,NA,6500000,0,0,0,334,780,0,0,0
"","D22",38.08453,-121.7391,0,"2019-10-07",10,5,2019,1405,17.84,9,94.8,124,159,0.07,5,7.79,NA,2.32,0.22,0.24,12,10,1.8,1.8,0,0.12,0.057,0.067,15,0,110,6.9,1.28,0,NA,NA,NA,NA,0,0,0,0,770,1466,0,0,0
"AT","D12",38.02161,-121.8063,0,"2019-10-03",10,5,2019,830,18.69,8.48,91,64,605,0.28,12.6,7.77,NA,2.05,0,0.23,120,13,2.1,2,0,0,0.096,0.069,15,3.9,320,11,1.99,1.12,NA,NA,NA,NA,0,0,0,0,918,984,0,0,0
"FT","D19",38.04376,-121.6148,0,"2019-10-03",10,5,2019,1000,19.15,8.98,97.1,176,161,0.07,2.3,7.89,NA,1.79,0,0.22,12,10,2,2,0,0,0.061,0.054,15,1.1,100,3.6,1.35,0.72,NA,NA,NA,NA,112000,396,0,0,1241,1458,0,0,0
"OR","D28A",37.97048,-121.573,0,"2019-10-03",10,5,2019,1045,19.16,9.34,101,216,161,0.07,1.9,8.43,NA,1.3,0,0.12,12,10,2.3,2.3,0,0,0.05,0.05,13,1.2,100,2.5,1.11,0.84,NA,NA,NA,NA,0,0,0,0,372,348,0,0,0
"","D16",38.0969,-121.6691,0,"2019-10-04",10,5,2019,810,18.61,8.73,93.3,154,144,0.06,3.7,7.71,NA,1.34,0,NA,8.2,10,1.8,1.9,0,0,0,0.057,15,1.3,95,4.1,1.46,0.68,NA,NA,NA,NA,0,36,0,0,1482,438,0,0,0.24
"","D26",38.07664,-121.5669,0,"2019-10-04",10,5,2019,905,18.08,8.86,93.7,200,130,0.05,3,7.64,NA,1.24,0,NA,5.7,9.9,1.8,2,0,0,0,0.049,15,1.6,85,4,1.01,0.64,NA,NA,NA,NA,17300,0,0,24,529,378,0,0,0.21
"","MD10A",38.04226,-121.4199,0,"2019-10-04",10,5,2019,1030,18.82,8.13,87.3,284,146,0.06,1.5,7.47,NA,2.18,0,NA,8.4,11,2.7,2.9,0,0,0,0.06,14,0,95,1.3,1.34,0.88,NA,NA,NA,NA,1150000,0,0,0,0,858,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-10-04",10,5,2019,1200,17.99,8.71,92.1,124,163,0.07,6,7.44,NA,2.25,0,NA,17,9,2.4,2.4,0.26,0.26,0,0.13,10,0,100,3.8,3.27,0,NA,NA,NA,NA,38400000,403,0,0,0,2725,0,0,0
"","D8",38.05992,-121.99,0,"2019-10-07",10,5,2019,1125,18.76,8.53,93.3,52,5982,3.23,14.4,7.84,NA,1.86,0,0,1300,44,1.2,0.93,0,0,0.072,0.084,15,2.6,3300,16,0.81,0,NA,NA,NA,NA,7490000,0,0,0,76,672,0,0,0.17
"FieldCont","FieldCont",NA,NA,1,"",10,5,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"CV","D4",38.06248,-121.8205,0,"2019-11-06",11,6,2019,1255,15.02,8.77,88.5,44,4915,2.61,16.7,7.57,NA,2.07,0.11,0.83,1000,32,1,1.1,0,0.47,0,0.07,14,4.2,2200,21,2,1.18,NA,NA,NA,NA,2420000,0,0,0,354,540,0,0,0.18
"","D22",38.08453,-121.7391,0,"2019-11-06",11,6,2019,1420,14.62,8.86,87.3,56,273,0.12,12.6,7.49,NA,2.86,0.16,0.31,33,10,1.8,1.8,0,0.39,0.13,0.068,15,4.4,150,16,2.25,0.78,NA,NA,NA,NA,754000,25,0,0,318,912,0,0,0.2
"AT","D12",38.02161,-121.8063,0,"2019-11-04",11,6,2019,1120,14.85,9.01,89.1,68,717,0.33,13.6,7.4,NA,2.82,0,0.32,150,13,1.9,1.9,0,0.2,0.052,0.067,14,4.5,360,18,2.08,0.97,NA,NA,NA,NA,0,0,0,0,521,158,0,0,0
"FT","D19",38.04376,-121.6148,0,"2019-11-04",11,6,2019,1240,15.14,9.42,93.7,194,159,0.07,3.4,7.49,NA,2.02,0,0.35,13,10,2.1,2.1,0,0,0.06,0.054,13,1.8,110,3.8,1.37,0.59,NA,NA,NA,NA,0,0,0,0,60,0,0,0,0.17
"OR","D28A",37.97048,-121.573,0,"2019-11-04",11,6,2019,1325,14.82,8.27,81.7,192,177,0.07,2.9,7.27,NA,3.13,0,0.22,17,11,2.5,2.5,0,0.21,0.06,0.051,11,1.6,120,3.9,1.85,0.94,NA,NA,NA,NA,146000,0,0,0,412,281,0,0,0
"","D16",38.0969,-121.6691,0,"2019-11-05",11,6,2019,1115,14.7,9.12,89.8,156,162,0.07,4.1,7.45,NA,2.51,0,0.36,14,10,2.1,2.2,0,0.25,0.052,0.057,13,1.3,97,3.4,1.32,0.54,NA,NA,NA,NA,0,18,0,0,888,318,0,0,0.18
"","D26",38.07664,-121.5669,0,"2019-11-05",11,6,2019,1215,14.43,9.07,88.9,180,163,0.07,4.3,7.38,NA,2.33,0,0.35,14,10,2.1,2.1,0,0.24,0.056,0.064,13,0,96,5.3,1.24,0.58,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
"","MD10A",38.04226,-121.4199,0,"2019-11-05",11,6,2019,1340,14.75,9.43,93.1,324,197,0.08,1.3,7.39,NA,2.83,0,0.26,20,11,2.7,2.8,0,0.23,0.043,0.048,9.7,0,110,1,1.23,0,NA,NA,NA,NA,17700,0,0,0,0,131,0,0,0
"RR","P8",37.97817,-121.3823,0,"2019-11-05",11,6,2019,1450,14.14,9.26,90.1,168,355,0.16,3,7.37,NA,3.33,0,1.3,49,16,2.8,2.8,0,0.31,0.15,0.16,12,1.8,200,4.5,3.03,0.53,NA,NA,NA,NA,0,0,0,0,0,1722,0,0,0.17
"","D8",38.05992,-121.99,0,"2019-11-06",11,6,2019,1130,14.82,8.91,91.4,52,11153,6.32,17.1,7.71,NA,2.09,0,0,3200,82,0.57,0.67,0,0.14,0.07,0.075,13,4,6900,24,0,2.62,NA,NA,NA,NA,55500,0,0,0,111,602,0,0.029,0
"FieldCont","FieldCont",NA,NA,1,"",11,6,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
