Dataset_Label,Dataset_Description,Definition_Source,Column_Label,Column_Definition,range_min,range_max,attribute_unit,attribute_resolution,enumerated_value,enumerated_definition
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg580_ACS,"Attenuation at 580 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1443,18.9131,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg584_ACS,"Attenuation at 584 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1428,18.8708,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg588_ACS,"Attenuation at 588 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1283,18.7479,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg592_ACS,"Attenuation at 592 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1120,18.6567,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg596_ACS,"Attenuation at 596 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.1010,18.5603,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg600_ACS,"Attenuation at 600 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0899,18.4631,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg604_ACS,"Attenuation at 604 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0770,18.3680,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg608_ACS,"Attenuation at 608 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0640,18.2707,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg612_ACS,"Attenuation at 612 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0530,18.1832,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg616_ACS,"Attenuation at 616 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0406,18.0885,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg620_ACS,"Attenuation at 620 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0300,17.9893,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg624_ACS,"Attenuation at 624 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0178,17.8860,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg628_ACS,"Attenuation at 628 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",1.0051,17.7843,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg632_ACS,"Attenuation at 632 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9930,17.6802,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg636_ACS,"Attenuation at 636 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9812,17.5851,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg640_ACS,"Attenuation at 640 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9690,17.4956,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg644_ACS,"Attenuation at 644 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9578,17.4142,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg648_ACS,"Attenuation at 648 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9448,17.3305,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg652_ACS,"Attenuation at 652 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9373,17.2373,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg656_ACS,"Attenuation at 656 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9291,17.1728,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg660_ACS,"Attenuation at 660 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9264,17.1164,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg664_ACS,"Attenuation at 664 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9191,17.0432,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg668_ACS,"Attenuation at 668 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9133,16.9796,per meter,0.0001,,
FTS_acs_cpg.csv,Comma Separated Value (CSV) file containing spectral attenuation data for nonfiltered water collected during 4 sampling events from a boat mounted flow through system using a Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor).,Producer Defined,cpg672_ACS,"Attenuation at 672 nm, nonfiltered water sample, field measurement using Seabird Spectral Absorption and Attenuation field sensor (field ACS monitor)",0.9103,16.9264,per meter,0.0001,,
