CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	Orthophosphate (uM) SA
A3848	37.952781	-121.314580	San Joaquin tidal transition zone	Port of Stockton	7/1/2020	61.57	4.36	27.11	416.82	8.43	7.66	96.44	5.48	5.46	37.91	10.66	42.02	27.15	434.82	0.20	2.99	20.95	4.43	1.69	30.00	10.55	69.39	14.74	5.56	65.93	10.64
A3832	37.953333	-121.343328	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	90.22	6.13	26.79	299.09	7.61	6.57	82.23	6.46	3.72	35.99	7.29	39.46	26.82	308.99	0.15	3.99	4.84	2.65	0.01	11.49	34.61	42.39	22.98	0.11	96.36	9.24
A3835	37.952799	-121.338007	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	91.96	6.69	26.78	299.33	7.64	6.58	82.28	6.34	3.67	36.21	7.24	39.61	26.81	308.69	0.14	3.88	5.02	2.62	0.05	11.61	33.41	43.27	22.54	0.38	98.65	9.64
A3830	37.954591	-121.346611	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	87.89	5.62	26.82	302.60	7.60	6.64	83.13	6.15	4.02	35.82	7.77	39.25	26.85	312.58	0.15	4.30	5.16	2.85	0.04	12.32	34.78	42.02	23.12	0.28	93.50	8.50
A3828	37.955519	-121.350099	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	87.68	5.57	26.79	303.77	7.60	6.65	83.19	6.05	3.98	35.92	7.68	39.32	26.83	313.66	0.15	4.15	5.30	2.81	0.05	12.29	33.74	43.21	22.82	0.38	93.25	8.36
A3826	37.957045	-121.351648	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	86.12	5.40	26.82	307.35	7.62	6.71	84.04	5.56	4.00	35.95	7.67	39.20	26.86	317.85	0.15	4.07	5.64	2.82	0.07	12.61	32.26	44.72	22.35	0.58	91.52	8.11
A3824	37.957974	-121.356682	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.57	5.23	26.80	313.29	7.67	6.78	84.86	4.72	3.75	36.43	7.31	39.57	26.83	323.69	0.15	3.64	6.09	2.60	0.13	12.53	29.01	48.66	20.73	1.04	89.79	8.18
A3822	37.959214	-121.360003	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.35	5.06	26.79	314.76	7.68	6.79	84.99	4.54	3.63	36.57	7.12	39.72	26.82	324.94	0.15	3.48	6.22	2.49	0.14	12.40	28.07	50.19	20.08	1.15	89.41	8.26
A3820	37.961402	-121.362402	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	83.91	4.51	26.75	320.65	7.68	6.81	85.18	4.08	3.31	36.98	6.56	40.18	26.79	331.07	0.16	3.12	6.65	2.14	0.18	12.12	25.72	54.94	17.62	1.53	88.42	8.35
A3818	37.963401	-121.365052	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	83.91	4.22	26.73	324.86	7.68	6.81	85.07	3.95	3.15	37.25	6.29	40.52	26.75	334.96	0.16	2.95	6.84	1.98	0.17	11.95	24.66	57.25	16.58	1.44	88.12	8.37
A3816	37.965347	-121.367783	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.03	3.92	26.70	329.19	7.68	6.80	84.95	3.95	3.06	37.57	6.11	40.86	26.73	338.45	0.16	2.83	7.11	1.89	0.15	11.98	23.64	59.29	15.79	1.22	87.95	8.39
A3814	37.967417	-121.370365	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.24	3.56	26.70	335.07	7.69	6.83	85.35	4.06	3.01	38.10	6.01	41.53	26.72	345.37	0.16	2.75	8.00	1.86	0.14	12.77	21.61	62.51	14.63	1.08	87.80	8.45
A3812	37.969723	-121.372695	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.25	3.31	26.67	338.90	7.70	6.90	86.17	4.03	2.88	38.49	5.77	41.98	26.69	350.63	0.16	2.59	8.42	1.73	0.22	12.96	19.98	64.88	13.36	1.71	87.56	8.44
A5635	37.971383	-121.478216	South Delta tidal transition zone	Empire Cut	7/1/2020	21.99	0.65	25.32	303.51	7.90	8.16	99.41	3.60	3.28	47.12	6.31	51.29	25.37	305.09	0.15	2.96	6.46	1.76	0.08	11.24	26.40	57.39	15.65	0.72	22.29	4.57
A5641	37.971448	-121.489221	South Delta tidal transition zone	Empire Cut	7/1/2020	20.11	0.59	25.47	306.44	7.89	8.21	100.21	3.49	3.69	49.38	7.05	53.87	25.55	310.06	0.15	3.69	7.67	1.87	0.25	13.49	27.26	56.96	13.93	1.75	20.73	4.38
A5639	37.971424	-121.485548	South Delta tidal transition zone	Empire Cut	7/1/2020	20.64	0.67	25.41	304.58	7.91	8.23	100.37	3.52	3.48	48.02	6.68	52.32	25.46	307.05	0.15	3.19	7.33	1.85	0.12	12.49	25.51	58.70	14.85	0.91	21.32	4.47
A5637	37.971415	-121.481897	South Delta tidal transition zone	Empire Cut	7/1/2020	21.35	0.67	25.36	303.72	7.91	8.21	100.03	3.56	3.34	47.27	6.41	51.43	25.40	305.43	0.15	2.99	6.77	1.78	0.08	11.62	25.82	58.22	15.38	0.71	21.88	4.54
A5643	37.971488	-121.492886	South Delta tidal transition zone	Empire Cut	7/1/2020	19.34	0.52	25.68	307.48	7.91	8.37	102.55	3.51	3.88	49.65	7.50	54.06	25.77	310.82	0.15	4.05	8.13	1.88	0.36	14.42	28.11	56.33	13.04	2.48	19.88	4.28
A5645	37.971539	-121.496550	South Delta tidal transition zone	Empire Cut	7/1/2020	19.26	0.50	25.87	303.64	8.00	8.58	105.58	3.54	3.80	47.75	7.43	51.66	25.94	306.13	0.15	3.96	8.36	1.80	0.41	14.53	27.26	57.47	12.35	2.86	19.77	4.18
A5647	37.971569	-121.500212	South Delta tidal transition zone	Empire Cut	7/1/2020	19.46	0.51	25.92	300.64	8.04	8.65	106.54	3.58	3.76	46.76	7.36	50.63	25.97	303.64	0.15	3.90	8.40	1.81	0.42	14.53	26.92	57.78	12.41	2.89	19.97	4.13
A5649	37.971600	-121.503879	South Delta tidal transition zone	Empire Cut	7/1/2020	19.74	0.56	25.94	296.75	8.08	8.70	107.14	3.70	3.79	46.37	7.36	50.44	25.98	301.43	0.14	3.88	8.39	1.94	0.37	14.58	26.70	57.45	13.27	2.55	20.30	4.02
A3810	37.971948	-121.375066	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.38	3.13	26.56	344.87	7.70	6.90	86.01	4.02	2.81	39.07	5.64	42.85	26.58	355.92	0.17	2.41	8.35	1.69	0.21	12.69	18.97	65.72	13.38	1.60	87.51	8.44
A5656	37.972156	-121.516738	South Delta tidal transition zone	Empire Cut	7/1/2020	14.09	0.47	25.63	280.70	8.14	8.80	107.85	3.65	3.54	43.82	6.76	48.23	25.64	274.50	0.13	2.70	8.37	2.01	0.24	13.37	20.07	62.49	15.03	1.84	14.52	3.57
A5651	37.971858	-121.507660	South Delta tidal transition zone	Empire Cut	7/1/2020	18.46	0.55	25.84	291.68	8.09	8.68	106.70	3.74	3.79	46.67	7.30	50.67	25.88	295.52	0.14	3.80	8.29	2.01	0.37	14.49	26.15	57.22	13.91	2.53	19.01	3.82
A5695	37.971791	-121.474625	South Delta tidal transition zone	Turner Cut	7/1/2020	23.65	0.68	25.24	302.09	7.89	8.08	98.32	3.69	3.15	46.00	6.12	50.03	25.29	303.33	0.15	2.82	6.06	1.70	0.10	10.65	26.48	56.88	15.90	0.98	23.35	4.59
A5632	37.973702	-121.510631	South Delta tidal transition zone	Latham Slough	7/1/2020	17.07	0.52	25.76	289.40	8.07	8.64	106.08	3.78	3.80	47.11	7.29	51.04	25.79	289.49	0.14	3.60	8.28	1.98	0.38	14.26	25.10	58.13	13.90	2.60	17.58	3.71
A5654	37.972576	-121.513241	South Delta tidal transition zone	Empire Cut	7/1/2020	16.04	0.50	25.71	286.99	8.08	8.66	106.28	3.76	3.74	46.39	7.17	50.39	25.74	284.51	0.14	3.31	8.33	1.98	0.33	13.99	23.52	59.62	14.22	2.32	16.53	3.66
A3808	37.974089	-121.377509	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.54	2.90	26.46	352.74	7.69	6.88	85.61	4.06	2.82	40.05	5.66	44.07	26.48	362.71	0.17	2.32	8.04	1.73	0.15	12.30	18.83	65.32	14.08	1.23	87.44	8.43
A5693	37.975076	-121.474739	South Delta tidal transition zone	Turner Cut	7/1/2020	23.98	0.70	25.23	301.73	7.90	8.07	98.17	3.68	3.10	45.43	6.06	49.42	25.28	302.84	0.15	2.77	6.10	1.67	0.11	10.64	26.05	57.40	15.72	1.01	23.55	4.56
A3806	37.976203	-121.379998	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	84.54	2.67	26.41	361.43	7.68	6.88	85.54	4.17	2.92	41.37	5.83	45.58	26.43	371.75	0.17	2.35	7.89	1.81	0.13	12.25	19.21	64.44	14.80	1.02	87.20	8.40
A5629	37.977159	-121.512802	South Delta tidal transition zone	Latham Slough	7/1/2020	12.17	0.34	25.58	269.97	8.20	8.85	108.34	3.34	3.37	41.66	6.46	44.47	25.62	266.86	0.13	2.63	8.24	2.15	0.24	13.30	19.56	62.07	16.25	1.73	12.53	3.45
A5691	37.978145	-121.474366	South Delta tidal transition zone	Turner Cut	7/1/2020	24.67	0.75	25.20	301.62	7.89	8.03	97.59	3.71	2.97	44.77	5.87	48.73	25.25	302.58	0.15	2.57	6.01	1.62	0.09	10.28	24.98	58.45	15.74	0.90	24.14	4.48
A3804	37.978285	-121.382519	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	83.87	2.49	26.46	372.58	7.69	6.96	86.59	4.34	3.06	43.31	6.07	47.56	26.48	384.05	0.18	2.48	7.85	1.89	0.15	12.39	20.02	63.35	15.29	1.23	86.36	8.33
A5627	37.979437	-121.514524	South Delta tidal transition zone	Latham Slough	7/1/2020	9.10	0.27	25.44	256.63	8.33	9.11	111.13	3.14	3.12	37.88	6.02	40.30	25.47	252.93	0.12	2.15	8.25	2.17	0.24	12.83	16.68	64.30	16.94	1.86	9.38	3.30
A3802	37.980384	-121.385097	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	82.91	2.39	26.46	380.28	7.69	7.01	87.23	4.42	3.13	44.52	6.19	48.86	26.48	391.41	0.18	2.54	8.06	1.94	0.16	12.73	19.94	63.35	15.23	1.30	85.30	8.25
A5689	37.980974	-121.474285	South Delta tidal transition zone	Turner Cut	7/1/2020	24.76	0.77	25.18	301.08	7.88	8.00	97.21	3.74	2.93	44.71	5.76	48.69	25.23	302.22	0.15	2.47	5.81	1.60	0.08	9.96	24.79	58.32	16.06	0.84	24.40	4.45
A5625	37.981374	-121.517326	South Delta tidal transition zone	Latham Slough	7/1/2020	6.84	0.26	25.20	244.07	8.41	9.25	112.39	3.07	2.92	33.92	5.69	36.44	25.21	240.26	0.12	1.87	8.15	2.12	0.27	12.43	15.06	65.57	17.10	2.19	7.10	3.14
A3800	37.982497	-121.387604	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	81.50	2.27	26.44	387.36	7.69	7.05	87.67	4.50	3.23	45.72	6.36	50.19	26.46	397.30	0.19	2.64	8.29	2.00	0.15	13.10	20.12	63.25	15.27	1.19	83.78	8.16
A5686	37.983750	-121.472225	South Delta tidal transition zone	Turner Cut	7/1/2020	23.49	0.87	25.18	292.35	7.90	8.03	97.59	3.65	2.82	43.12	5.50	46.91	25.22	293.93	0.15	2.31	5.51	1.55	0.08	9.44	24.56	58.24	16.46	0.80	24.01	4.40
A5684	37.984706	-121.468761	South Delta tidal transition zone	Turner Cut	7/1/2020	23.09	0.96	25.25	289.50	7.94	8.15	99.08	3.52	2.82	41.61	5.53	45.17	25.30	289.75	0.15	2.35	6.12	1.55	0.13	10.11	23.32	60.50	15.36	1.26	23.83	4.45
A3798	37.984752	-121.389826	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	79.71	2.15	26.40	393.78	7.68	7.09	88.06	4.60	3.37	47.05	6.64	51.65	26.42	403.26	0.19	2.81	8.79	2.09	0.16	13.89	20.24	63.25	15.10	1.16	81.85	8.07
A3796	37.986368	-121.392879	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	76.06	2.08	26.35	402.57	7.68	7.18	89.09	4.78	3.62	49.13	7.12	54.07	26.38	412.92	0.19	3.03	10.04	2.20	0.28	15.58	19.53	64.33	14.16	1.76	78.15	7.94
A5623	37.985432	-121.517416	South Delta tidal transition zone	Latham Slough	7/1/2020	4.89	0.25	24.78	229.96	8.38	9.08	109.51	3.08	2.67	29.46	5.32	31.62	24.81	226.15	0.11	1.69	8.39	2.06	0.33	12.48	13.59	67.20	16.55	2.61	5.15	2.88
A5682	37.987016	-121.466484	South Delta tidal transition zone	Turner Cut	7/1/2020	23.35	1.00	25.29	290.25	7.94	8.18	99.51	3.46	2.81	41.02	5.47	44.43	25.33	288.84	0.15	2.32	6.39	1.58	0.08	10.33	22.39	61.84	15.25	0.79	24.28	4.44
A5621	37.987142	-121.514401	South Delta tidal transition zone	Latham Slough	7/1/2020	4.65	0.25	24.72	227.24	8.34	8.98	108.10	3.07	2.61	28.63	5.19	30.78	24.79	224.82	0.11	1.68	8.45	2.04	0.36	12.53	13.38	67.46	16.32	2.82	4.96	2.75
A3794	37.987888	-121.396073	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	73.25	2.08	26.32	406.97	7.68	7.23	89.69	4.86	3.70	50.28	7.27	55.38	26.35	417.34	0.20	3.05	10.51	2.22	0.32	16.09	18.99	65.26	13.83	2.00	75.33	7.84
A5680	37.988194	-121.463140	South Delta tidal transition zone	Turner Cut	7/1/2020	26.11	1.11	25.41	300.37	7.93	8.15	99.45	3.49	2.89	41.24	5.53	44.60	25.44	298.50	0.15	2.32	6.32	1.64	0.06	10.33	22.42	61.17	15.85	0.56	27.17	4.48
A3792	37.988985	-121.399358	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	70.43	2.06	26.30	411.15	7.68	7.25	89.91	4.85	3.70	51.33	7.22	56.66	26.34	421.02	0.20	2.96	9.96	2.19	0.35	15.44	19.23	64.40	14.22	2.27	72.49	7.77
A5678	37.989868	-121.460083	South Delta tidal transition zone	Turner Cut	7/1/2020	27.67	1.19	25.49	303.93	7.93	8.14	99.46	3.56	2.95	41.20	5.63	44.71	25.54	308.88	0.15	2.33	6.42	1.71	0.13	10.61	22.01	60.46	16.14	1.24	28.84	4.54
A5619	37.989582	-121.513682	South Delta tidal transition zone	Latham Slough	7/1/2020	4.38	0.25	24.76	224.99	8.38	9.06	109.18	3.02	2.59	27.87	5.14	29.98	24.84	223.25	0.11	1.66	8.29	2.03	0.38	12.35	13.40	67.16	16.49	3.07	4.86	2.61
A3790	37.990120	-121.402740	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	67.94	1.86	26.26	412.20	7.66	7.20	89.24	4.74	3.54	52.10	6.91	57.48	26.29	421.41	0.20	2.70	8.97	2.08	0.37	14.10	19.14	63.57	14.80	2.61	69.80	7.65
A5676	37.990477	-121.456719	South Delta tidal transition zone	Turner Cut	7/1/2020	27.36	1.17	25.49	302.11	7.93	8.14	99.57	3.55	2.95	41.02	5.64	44.58	25.56	309.90	0.15	2.32	6.59	1.73	0.17	10.83	21.51	60.76	16.02	1.58	28.41	4.61
A3788	37.991326	-121.406075	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	66.64	1.76	26.22	412.04	7.66	7.19	89.01	4.73	3.46	52.27	6.77	57.77	26.24	421.15	0.20	2.57	8.98	2.00	0.36	13.92	18.42	64.49	14.38	2.64	68.40	7.61
A5617	37.992133	-121.512213	South Delta tidal transition zone	Latham Slough	7/1/2020	3.67	0.24	24.75	220.19	8.47	9.25	111.43	2.89	2.67	26.15	5.21	28.20	24.81	218.11	0.11	1.74	7.81	2.23	0.27	11.98	14.55	65.16	18.58	2.28	4.69	2.34
A5674	37.992318	-121.453812	South Delta tidal transition zone	Turner Cut	7/1/2020	26.45	1.08	25.45	297.36	7.93	8.10	98.96	3.49	2.85	40.28	5.52	43.79	25.52	305.02	0.15	2.22	6.59	1.80	0.16	10.76	20.73	61.12	16.81	1.46	26.82	4.73
A3786	37.992761	-121.409169	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	61.89	1.58	26.12	409.17	7.67	7.24	89.49	4.77	3.30	52.11	6.52	57.50	26.14	417.73	0.20	2.35	9.66	1.85	0.38	14.25	16.50	67.77	12.97	2.66	63.48	7.48
A5670	37.994058	-121.448284	San Joaquin tidal transition zone	Turner Cut	7/1/2020	30.49	1.05	25.43	312.64	7.88	7.94	96.95	3.76	2.79	41.29	5.44	45.43	25.47	315.82	0.16	1.99	6.83	1.81	0.10	10.73	18.83	63.21	17.17	0.82	27.91	4.88
A3770	37.993694	-121.436979	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	41.47	1.12	25.62	353.21	7.80	7.68	94.11	4.32	3.01	45.72	5.90	50.18	25.65	357.05	0.17	2.06	7.80	1.80	0.20	11.80	17.54	65.98	15.32	1.66	42.16	5.69
A5668	37.994076	-121.451454	San Joaquin tidal transition zone	Turner Cut	7/1/2020	27.59	1.05	25.42	301.45	7.91	8.04	98.08	3.56	2.79	40.26	5.43	44.02	25.47	305.57	0.16	2.10	6.61	1.81	0.12	10.62	20.06	61.82	17.28	0.98	26.54	4.78
A3773	37.993761	-121.431514	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	43.85	1.29	25.72	360.57	7.80	7.65	93.97	4.34	3.10	46.41	6.09	50.92	25.74	365.11	0.18	2.17	7.85	1.79	0.18	11.99	18.13	65.37	15.02	1.48	45.13	6.13
A3782	37.995092	-121.415531	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	57.33	1.59	26.03	400.44	7.71	7.36	90.82	4.66	3.25	50.72	6.43	55.81	26.06	408.56	0.19	2.32	9.91	1.94	0.27	14.44	16.09	68.58	13.43	1.86	58.92	7.23
A3768	37.995366	-121.440050	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	40.43	1.07	25.57	349.98	7.80	7.68	93.98	4.32	2.94	45.40	5.76	49.85	25.61	353.29	0.17	1.98	7.74	1.78	0.19	11.67	16.97	66.27	15.35	1.60	39.98	5.50
A5666	37.996988	-121.452264	San Joaquin tidal transition zone	Turner Cut	7/1/2020	25.40	1.03	25.36	292.37	7.93	8.08	98.50	3.39	2.73	39.35	5.35	42.86	25.41	295.88	0.15	2.08	6.21	1.76	0.10	10.14	20.72	60.96	17.48	0.97	25.75	4.62
A3778	37.995796	-121.422932	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	52.00	1.44	25.94	384.79	7.75	7.51	92.60	4.50	3.26	48.86	6.36	53.70	25.98	392.75	0.18	2.43	9.46	1.81	0.32	14.00	17.36	67.53	12.98	2.25	53.45	6.72
A3766	37.996973	-121.443115	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	38.73	1.00	25.45	344.01	7.80	7.67	93.69	4.34	2.77	44.66	5.50	49.39	25.47	345.79	0.17	1.71	7.18	1.73	0.12	10.81	15.84	66.46	16.15	1.05	34.38	5.17
A3775	37.996534	-121.427969	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	47.71	1.41	25.84	371.90	7.77	7.60	93.47	4.39	3.19	47.50	6.25	52.16	25.87	377.82	0.18	2.33	8.92	1.80	0.28	13.31	17.47	66.94	13.60	2.10	49.12	6.41
A5613	37.997686	-121.509252	South Delta tidal transition zone	Latham Slough	7/1/2020	3.22	0.23	24.61	219.21	8.48	9.19	110.42	2.79	2.83	25.62	5.51	27.78	24.65	216.78	0.11	2.00	7.48	2.21	0.23	11.91	16.81	62.72	18.60	1.97	4.77	2.14
A5012	37.999508	-121.515524	South Delta tidal transition zone	Middle River	7/1/2020	3.67	0.21	24.35	217.31	8.39	9.00	107.63	2.93	2.70	25.28	5.16	27.33	24.39	213.18	0.11	1.47	7.99	2.24	0.09	11.77	12.44	67.86	19.03	0.74	4.24	2.02
A5014	38.000870	-121.518820	South Delta tidal transition zone	Middle River	7/1/2020	4.23	0.20	24.19	215.28	8.32	8.85	105.63	2.97	2.62	24.99	5.04	26.94	24.25	211.11	0.10	1.27	7.80	2.35	0.11	11.55	10.99	67.61	20.38	0.95	4.23	1.96
A3761	38.000949	-121.450851	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	27.89	0.87	25.20	301.25	7.89	7.95	96.69	3.60	2.70	40.07	5.36	44.54	25.24	304.46	0.15	1.72	7.15	1.73	0.11	10.72	16.40	66.17	16.35	0.96	26.68	4.57
A5016	38.001952	-121.522196	South Delta tidal transition zone	Middle River	7/1/2020	4.51	0.20	24.19	214.66	8.30	8.83	105.38	2.97	2.68	24.78	5.12	26.74	24.24	210.91	0.10	1.32	7.67	2.49	0.08	11.59	11.42	66.16	21.50	0.72	4.31	1.90
A5588	38.003043	-121.525621	South Delta tidal transition zone	Connection Slough	7/1/2020	4.60	0.16	24.21	215.08	8.30	8.86	105.68	3.00	2.79	24.80	5.20	26.76	24.25	212.61	0.10	1.39	7.58	2.55	0.06	11.60	11.93	65.34	21.94	0.55	4.31	1.93
A5590	38.003991	-121.529077	South Delta tidal transition zone	Connection Slough	7/1/2020	4.45	0.21	24.20	217.87	8.30	8.84	105.49	3.01	2.78	24.90	5.17	26.99	24.24	215.72	0.10	1.36	7.46	2.52	0.08	11.41	11.88	65.36	22.06	0.68	4.45	1.90
A3759	38.003959	-121.451751	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	26.40	0.74	24.96	293.10	7.88	7.89	95.38	3.62	2.70	39.85	5.40	44.44	25.00	298.36	0.15	1.40	7.76	1.73	0.08	11.03	12.76	70.35	15.73	0.77	26.29	4.38
A5592	38.004857	-121.532637	South Delta tidal transition zone	Connection Slough	7/1/2020	4.23	0.47	24.20	219.02	8.29	8.80	104.93	3.03	2.77	24.93	5.10	27.10	24.23	216.34	0.10	1.33	7.68	2.42	0.09	11.51	11.55	66.63	21.05	0.75	4.65	1.96
A5594	38.005524	-121.536110	South Delta tidal transition zone	Connection Slough	7/1/2020	4.09	0.62	24.18	219.47	8.28	8.77	104.55	3.06	2.82	24.98	5.09	27.15	24.21	217.34	0.11	1.34	7.81	2.34	0.10	11.60	11.57	67.21	20.20	0.89	4.70	1.99
A3757	38.006421	-121.453572	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	23.35	0.73	24.79	279.22	7.89	7.90	95.22	3.49	2.67	38.77	5.41	43.19	24.83	285.48	0.14	1.26	7.98	1.76	0.05	11.08	11.40	71.99	15.89	0.44	23.99	4.16
A5596	38.006252	-121.539643	South Delta tidal transition zone	Connection Slough	7/1/2020	3.79	0.83	24.12	226.54	8.29	8.71	103.70	3.17	2.95	25.24	5.10	27.44	24.14	229.44	0.11	1.35	7.82	2.24	0.13	11.55	11.70	67.72	19.35	1.10	4.62	2.01
A3764	37.998621	-121.446469	San Joaquin tidal transition zone	San Joaquin River	7/1/2020	34.10	0.92	25.34	326.09	7.85	7.82	95.37	4.04	2.71	42.29	5.40	47.34	25.37	327.47	0.16	1.67	7.36	1.73	0.12	10.94	15.51	66.84	16.15	1.01	28.56	4.87
A5598	38.006365	-121.543407	South Delta tidal transition zone	Connection Slough	7/1/2020	3.34	0.86	24.08	244.21	8.33	8.66	103.10	3.17	2.88	25.43	4.97	27.64	24.11	253.93	0.12	1.42	7.37	2.21	0.16	11.22	12.72	65.48	19.80	1.38	4.20	2.09
A5600	38.007332	-121.546610	South Delta tidal transition zone	Connection Slough	7/1/2020	2.82	0.90	24.03	276.42	8.43	8.64	102.72	3.11	3.00	25.34	5.16	27.51	24.06	286.99	0.14	1.58	6.43	2.43	0.21	10.71	14.82	59.36	22.83	2.00	3.72	2.14
A3755	38.008959	-121.455393	Central Delta tidal zone	San Joaquin River	7/1/2020	21.31	0.71	24.70	269.98	7.90	7.93	95.42	3.38	2.63	37.78	5.39	42.08	24.73	274.12	0.14	1.14	8.04	1.77	0.04	11.01	10.33	73.04	16.15	0.37	22.04	3.94
A5602	38.008561	-121.550119	South Delta tidal transition zone	Connection Slough	7/1/2020	2.50	0.94	24.01	297.99	8.49	8.63	102.57	3.05	3.12	25.13	5.35	27.30	24.05	304.93	0.15	1.64	5.78	2.59	0.25	10.29	16.00	55.26	25.21	2.49	3.44	2.14
A5604	38.010608	-121.553625	South Delta tidal transition zone	Connection Slough	7/1/2020	2.17	0.96	23.99	320.65	8.55	8.62	102.40	3.00	3.20	24.85	5.42	27.00	24.04	316.28	0.16	1.63	5.36	2.56	0.32	9.87	16.50	42.70	25.90	3.21	3.13	2.16
A3733	38.010877	-121.458239	Central Delta tidal zone	San Joaquin River	7/1/2020	19.09	0.70	24.62	260.14	7.93	7.99	96.12	3.32	2.64	36.76	5.36	40.82	24.65	262.42	0.13	1.07	7.66	1.79	0.06	10.58	10.15	72.33	16.90	0.62	19.87	3.59
A3731	38.014379	-121.458100	Central Delta tidal zone	San Joaquin River	7/1/2020	17.71	0.68	24.55	252.26	7.93	8.04	96.56	3.36	2.66	35.99	5.41	40.17	24.59	256.47	0.13	1.08	7.49	1.83	0.03	10.44	10.35	71.73	17.57	0.33	18.37	3.48
A3729	38.016666	-121.460243	Central Delta tidal zone	San Joaquin River	7/1/2020	13.61	0.67	24.37	232.20	7.96	8.10	96.97	3.30	2.72	34.13	5.52	37.94	24.42	237.67	0.12	1.03	7.12	2.00	0.03	10.20	10.06	69.81	19.61	0.29	14.29	3.14
A3727	38.018393	-121.463516	Central Delta tidal zone	San Joaquin River	7/1/2020	11.42	0.65	24.29	221.01	7.99	8.16	97.54	3.20	2.81	32.89	5.69	36.45	24.33	223.90	0.11	0.96	6.94	2.20	0.01	10.14	9.48	68.49	21.68	0.13	12.08	2.92
A4453	38.018637	-121.557747	Central Delta tidal zone	Old River	7/1/2020	1.81	0.84	23.86	328.82	8.56	8.54	101.26	2.98	2.89	24.19	4.87	26.32	23.88	325.42	0.16	1.32	5.35	2.39	0.10	9.18	14.33	60.40	26.01	1.11	2.66	2.14
A3725	38.021121	-121.464939	Central Delta tidal zone	San Joaquin River	7/1/2020	10.37	0.62	24.26	214.87	8.01	8.24	98.37	3.11	2.93	32.09	5.99	35.53	24.29	214.65	0.11	0.94	6.92	2.46	0.01	10.35	9.11	66.93	23.72	0.09	10.99	2.71
A4451	38.021121	-121.559710	Central Delta tidal zone	Old River	7/1/2020	1.64	0.79	23.79	336.04	8.59	8.53	100.95	2.93	2.84	23.83	4.78	25.94	23.80	334.39	0.17	1.24	5.15	2.33	0.12	8.85	13.96	58.68	26.27	1.32	2.43	2.14
A4448	38.024325	-121.563491	Central Delta tidal zone	Old River	7/1/2020	1.39	0.68	23.64	362.16	8.72	8.56	100.99	2.73	2.61	22.57	4.40	24.57	23.65	359.30	0.18	1.12	4.58	2.11	0.10	7.95	14.08	57.37	26.58	1.30	2.07	2.13
