CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A876	38.056600	-121.963993	Suisun Bay	Honker Bay	10/1/2020	20.17	3.25	20.54	11190.04	7.90	8.24	95.44	8.39	3.22	24.26	5.09	26.13	20.55	16859.81	10.96	0.82	2.97	0.29	5.06	16.23	58.72	5.64	23.42	1.99	3.14
A883	38.056730	-121.976714	Suisun Bay	Suisun Bay	10/1/2020	20.14	2.88	20.27	11088.69	7.90	8.32	95.81	4.89	3.74	24.27	5.70	25.92	20.27	15549.78	10.09	0.65	3.46	0.62	6.01	10.86	57.78	10.28	23.02	2.00	3.15
A885	38.057240	-121.980205	Suisun Bay	Suisun Bay	10/1/2020	20.10	2.86	20.35	11074.19	7.90	8.34	96.20	4.57	3.69	24.25	5.63	25.75	20.36	15454.92	10.00	0.61	3.50	0.65	6.11	10.01	57.65	10.72	22.96	1.99	3.14
A887	38.057969	-121.983859	Suisun Bay	Suisun Bay	10/1/2020	20.09	2.84	20.58	11024.21	7.92	8.38	97.06	4.85	3.61	24.21	5.48	25.44	20.60	15780.47	10.16	0.58	3.46	0.63	6.09	9.53	57.09	10.26	22.93	1.99	3.14
A889	38.059236	-121.987542	Suisun Bay	Suisun Bay	10/1/2020	20.18	2.80	20.39	10998.08	7.91	8.37	96.58	5.48	3.55	24.20	5.44	25.70	20.41	15862.52	10.27	0.64	3.41	0.58	5.93	10.82	57.82	9.75	22.98	1.99	3.13
A891	38.060040	-121.991221	Suisun Bay	Suisun Bay	10/1/2020	20.34	2.89	20.28	10951.08	7.91	8.36	96.24	6.35	3.30	24.24	5.12	26.01	20.30	16317.57	10.61	0.70	3.21	0.51	5.63	12.47	56.37	8.98	23.23	1.99	3.13
A894	38.060266	-121.996741	Suisun Bay	Suisun Bay	10/1/2020	20.53	2.93	20.24	10924.72	7.90	8.32	95.71	7.56	2.87	24.14	4.47	26.13	20.25	16899.99	11.05	0.82	2.82	0.29	4.97	16.57	57.10	5.70	23.47	1.99	3.09
A1229	38.065261	-121.925652	Suisun Bay	Honker Bay	10/1/2020	20.23	3.87	20.65	11171.40	7.93	8.23	95.61	9.67	3.54	24.79	5.42	26.25	20.71	15633.43	10.04	0.93	2.90	0.05	4.82	19.51	60.41	0.79	24.11	2.02	3.20
A1225	38.070655	-121.923318	Suisun Bay	Honker Bay	10/1/2020	20.21	4.02	20.72	11070.54	7.94	8.23	95.73	9.28	3.65	24.96	5.57	26.26	20.78	15778.06	10.13	0.93	2.96	0.02	4.80	19.31	61.67	0.31	24.23	2.03	3.25
A4216	38.071901	-121.503685	Central Delta tidal zone	Little Potato Slough	10/1/2020	21.51	2.47	20.67	176.52	7.51	7.48	83.43	1.66	1.91	35.82	3.13	36.83	20.72	162.67	0.09	0.96	0.77	0.14	3.01	21.69	24.55	4.83	23.99	2.65	2.04
A800	38.068915	-121.848322	Western Delta tidal zone	Sacramento River	10/1/2020	17.58	2.96	20.49	9582.03	7.82	8.18	93.80	5.18	3.09	23.66	4.75	25.33	20.50	9247.34	5.73	0.83	2.82	0.28	5.09	17.12	55.15	5.04	20.53	1.96	2.86
A900	38.065576	-122.007533	Suisun Bay	Suisun Bay	10/1/2020	20.80	3.36	20.28	10858.57	7.88	8.26	95.18	6.87	2.84	24.26	4.48	26.16	20.31	19495.99	12.88	0.90	2.67	0.25	4.75	18.98	56.29	5.16	24.16	2.00	3.06
A896	38.060466	-122.000401	Suisun Bay	Suisun Bay	10/1/2020	20.61	3.05	20.16	10914.58	7.89	8.28	95.16	8.70	2.79	24.10	4.33	26.27	20.18	17659.00	11.60	0.90	2.66	0.19	4.71	19.08	56.98	4.05	23.66	1.98	3.06
A1187	38.072440	-121.956693	Suisun Bay	Honker Bay	10/1/2020	20.17	4.08	20.50	11056.54	7.92	8.20	95.17	9.82	3.36	25.36	5.14	26.94	20.53	18395.57	12.03	0.86	3.12	0.06	4.98	17.28	62.58	1.20	24.26	2.06	3.31
A3493	38.082684	-121.681430	Central Delta tidal zone	San Joaquin River	10/1/2020	14.93	1.57	20.69	1540.50	7.91	8.25	92.45	3.78	2.17	20.80	3.48	21.99	20.74	1408.59	0.76	1.47	1.51	0.05	4.17	35.57	36.34	1.24	16.50	1.80	2.66
A3490	38.086827	-121.679979	Central Delta tidal zone	San Joaquin River	10/1/2020	14.95	2.11	20.47	1369.75	7.90	8.18	91.11	4.18	1.98	20.79	3.27	22.25	20.46	1227.58	0.65	1.53	1.41	0.02	3.75	40.96	37.71	0.50	17.07	1.80	2.66
A3462	38.087711	-121.636532	Central Delta tidal zone	San Joaquin River	10/1/2020	15.61	2.47	20.53	914.78	7.91	8.15	90.84	4.61	1.92	20.78	3.26	22.45	20.52	811.78	0.44	1.67	1.44	0.01	3.74	44.58	38.52	0.17	18.08	1.80	2.48
A4268	38.091995	-121.493299	Central Delta tidal zone	White Slough	10/1/2020	21.23	2.52	20.63	165.87	7.52	7.51	83.71	1.44	1.78	34.64	3.02	35.69	20.66	151.88	0.08	0.86	0.85	0.14	2.85	29.71	30.12	2.43	23.76	2.58	1.96
A3621	38.094606	-121.579508	Central Delta tidal zone	San Joaquin River	10/1/2020	16.90	2.18	20.49	423.27	7.85	8.14	90.45	4.29	1.82	22.00	3.07	23.55	20.49	392.57	0.21	1.65	1.31	0.01	3.64	45.30	35.99	0.16	19.08	1.87	2.32
A4188	38.105154	-121.492251	Mokelumne tidal transition zone	Little Potato Slough	10/1/2020	20.31	2.01	20.65	157.50	7.53	7.61	84.80	1.29	1.64	33.68	2.72	33.99	20.68	144.52	0.08	0.79	0.75	0.07	2.55	31.09	29.56	2.91	22.33	2.53	1.93
A3959	38.104972	-121.697305	Western Delta tidal zone	Threemile Slough	10/1/2020	15.50	4.12	20.40	1822.53	7.78	8.14	90.72	5.54	2.17	19.83	3.50	20.68	20.40	1675.02	0.93	1.43	1.57	0.05	3.70	38.73	42.38	1.35	19.62	1.74	2.71
A3962	38.106552	-121.702675	Western Delta tidal zone	Threemile Slough	10/1/2020	15.56	4.42	20.33	1737.49	7.77	8.20	91.21	5.55	2.14	19.32	3.45	20.07	20.35	1606.83	0.90	1.43	1.64	0.11	3.81	37.80	43.10	2.85	19.98	1.71	2.70
A1116	38.106256	-122.024579	Suisun Bay	Grizzly Bay	10/1/2020	20.77	3.55	20.85	9966.37	7.96	8.37	97.75	6.29	3.45	25.18	5.43	25.98	20.88	20638.78	13.53	0.80	2.88	0.12	5.53	9.77	52.17	2.22	24.33	2.05	3.24
A1113	38.107796	-122.018427	Suisun Bay	Grizzly Bay	10/1/2020	21.00	3.34	20.87	9920.69	7.97	8.45	98.61	6.60	3.39	24.64	5.11	25.47	20.91	19383.08	12.63	0.79	2.59	0.08	5.10	13.22	50.73	1.43	24.35	2.01	3.24
A3329	38.121779	-121.497089	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	16.67	2.21	20.45	147.94	7.51	7.65	84.85	1.46	1.82	30.15	3.04	30.20	20.48	135.16	0.07	0.87	0.97	0.15	3.44	23.35	28.33	4.37	18.88	2.33	1.83
A3388	38.128449	-121.577559	Mokelumne tidal transition zone	Mokelumne River	10/1/2020	14.68	12.32	19.41	141.89	7.64	8.19	89.07	1.68	0.90	17.11	1.68	17.64	19.43	126.16	0.07	0.90	0.65	0.03	1.78	49.36	37.17	1.78	26.99	1.59	2.76
A3381	38.132507	-121.566973	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	14.92	12.80	19.35	140.40	7.61	8.09	87.84	1.80	0.90	16.59	1.67	17.02	19.35	124.97	0.07	0.91	0.60	0.06	1.57	49.29	38.28	4.00	27.71	1.56	2.45
A1071	38.130111	-122.019599	Suisun Bay	Grizzly Bay	10/1/2020	20.75	2.95	21.02	9383.25	7.98	8.45	98.83	5.67	3.59	25.28	5.62	26.09	21.05	19642.88	12.76	0.76	2.99	0.18	5.84	12.89	51.30	3.00	23.43	2.05	3.19
A4147	38.139089	-121.481724	Mokelumne tidal transition zone	Sycamore Slough	10/1/2020	3.50	0.61	21.00	147.26	7.71	8.34	93.62	1.76	3.67	22.95	5.62	23.48	21.03	136.04	0.07	2.16	1.57	0.01	9.17	23.70	17.44	0.15	4.11	1.92	1.41
A3068	38.146370	-121.588994	North Delta tidal transition zone	Georgiana Slough	10/1/2020	11.40	19.79	19.32	135.63	7.63	8.22	89.25	1.68	0.80	15.50	1.57	16.09	19.35	120.78	0.07	0.77	0.81	0.01	2.00	39.15	40.48	0.48	31.20	1.50	2.87
A3201	38.151393	-121.537343	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	15.86	13.95	19.45	139.66	7.60	8.28	90.03	2.10	1.02	15.33	1.91	16.20	19.45	124.63	0.06	0.87	0.91	0.02	1.89	39.36	47.47	0.55	29.81	1.49	2.67
A3057	38.157410	-121.588893	North Delta tidal transition zone	Georgiana Slough	10/1/2020	11.44	19.96	19.40	136.13	7.62	8.28	89.95	1.65	0.88	15.49	1.66	16.03	19.44	121.52	0.07	0.78	0.82	0.01	2.08	35.81	39.28	0.44	31.38	1.50	2.88
A4075	38.194696	-121.476278	Mokelumne tidal transition zone	Beaver Slough	10/1/2020	13.25	6.64	19.55	123.27	7.58	8.39	91.50	1.78	1.35	15.74	2.46	16.16	19.59	110.73	0.06	1.14	0.90	0.01	2.96	40.37	32.53	0.39	19.89	1.51	1.95
A2526	38.229418	-121.674589	Cache Slough complex	Cache Slough	10/1/2020	12.48	4.07	20.01	156.50	7.86	8.95	98.52	3.03	1.47	17.68	2.64	19.69	20.02	142.19	0.08	2.24	0.41	1.19	4.07	55.00	10.15	29.15	16.55	1.62	2.97
A2110	38.232271	-121.673576	Cache Slough complex	Sacramento Deep Water Shipping Channel	10/1/2020	12.14	3.93	20.03	156.79	7.89	8.98	98.79	3.03	1.46	17.95	2.63	19.83	20.04	142.64	0.08	2.16	0.41	1.14	3.95	54.53	10.43	28.87	16.07	1.64	3.01
A2523	38.233430	-121.676602	Cache Slough complex	Cache Slough	10/1/2020	12.26	3.76	20.03	156.83	7.88	8.87	97.63	3.03	1.42	17.98	2.59	19.85	20.04	142.63	0.08	2.17	0.37	1.17	3.93	55.22	9.44	29.82	16.01	1.64	3.00
A2520	38.235350	-121.681310	Cache Slough complex	Cache Slough	10/1/2020	12.12	3.54	20.03	157.20	7.89	8.82	97.04	3.01	1.38	18.21	2.56	19.96	20.05	142.87	0.08	2.28	0.29	1.27	4.03	56.57	7.33	31.59	15.66	1.65	2.97
A543	38.238282	-121.531701	North Delta tidal transition zone	Sacramento River	10/1/2020	7.56	21.96	19.48	138.43	7.66	10.97	119.43	1.50	0.75	11.50	1.43	15.88	19.52	123.83	0.07	0.49	0.59	0.21	1.46	33.69	40.29	15.26	29.53	1.27	1.64
A2516	38.240437	-121.685558	Cache Slough complex	Cache Slough	10/1/2020	11.23	3.33	20.14	159.37	8.00	9.53	105.09	2.72	1.56	18.79	2.67	20.78	20.16	145.02	0.08	2.33	0.41	1.22	4.09	56.97	9.75	29.80	14.55	1.69	2.90
A2365	38.240874	-121.679422	Cache Slough complex	Prospect Slough	10/1/2020	10.23	3.06	20.22	161.47	8.07	8.90	98.33	3.02	1.54	20.34	2.74	21.35	20.23	146.83	0.08	2.43	0.38	1.25	4.15	58.46	9.10	30.21	13.28	1.77	3.08
A2514	38.242534	-121.687963	Cache Slough complex	Cache Slough	10/1/2020	11.51	3.57	20.13	158.76	8.03	10.78	118.93	2.44	1.64	17.58	2.64	22.01	20.14	144.56	0.08	2.17	0.39	1.26	4.04	53.60	9.09	31.31	15.08	1.62	2.86
A2623	38.244079	-121.692170	Cache Slough complex	Lindsey Slough	10/1/2020	11.68	4.10	20.09	158.48	8.02	11.27	124.12	2.49	1.48	16.52	2.61	24.70	20.08	144.51	0.08	2.11	0.19	1.56	4.16	50.56	2.97	37.64	15.77	1.56	2.85
A530	38.245078	-121.512283	North Delta tidal transition zone	Sacramento River	10/1/2020	9.17	25.38	19.49	138.84	7.62	12.63	137.47	1.52	0.83	11.62	1.23	16.49	19.43	123.95	0.07	0.38	0.46	0.23	1.06	23.37	42.67	23.14	34.63	1.28	2.24
A2510	38.245296	-121.687924	Cache Slough complex	Cache Slough	10/1/2020	11.54	3.73	20.11	158.63	8.02	11.56	127.53	2.42	1.70	16.93	2.60	23.33	20.12	144.66	0.08	2.10	0.37	1.28	3.99	52.24	8.68	32.28	15.27	1.58	2.88
A528	38.247895	-121.510971	North Delta tidal transition zone	Sacramento River	10/1/2020	9.66	26.60	19.32	139.82	7.61	12.82	139.14	1.55	1.14	13.82	1.22	16.54	19.31	124.67	0.07	0.39	0.33	0.28	0.98	33.11	32.30	30.86	36.32	1.40	2.46
A2500	38.257164	-121.692749	Cache Slough complex	Cache Slough	10/1/2020	10.66	4.00	20.07	161.70	7.95	9.99	109.77	2.91	1.45	15.48	2.76	25.51	20.10	147.80	0.08	2.39	0.03	1.66	4.18	57.14	0.57	39.85	14.66	1.50	3.01
A459	38.327076	-121.575535	North Delta tidal transition zone	Sacramento River	10/1/2020	8.09	18.08	19.29	137.57	7.61	13.07	141.74	1.56	1.52	10.99	1.15	16.26	19.31	122.69	0.08	0.31	0.13	0.41	0.84	37.05	15.20	48.97	26.17	1.24	2.45
A357	38.434772	-121.517201	North Delta tidal transition zone	Sacramento River	10/1/2020	6.16	17.87	19.21	133.35	7.66	13.82	149.70	1.62	0.86	13.02	1.11	17.72	19.25	120.44	0.07	0.36	0.02	0.34	0.73	40.43	3.02	47.50	24.03	1.36	3.79
A312	38.473787	-121.531956	North Delta tidal transition zone	Sacramento River	10/1/2020	0.54	1.79	18.78	120.81	7.74	10.48	112.51	1.77	0.44	10.42	1.08	11.67	18.80	106.35	0.07	0.46	0.10	0.17	0.72	63.81	13.42	20.98	2.33	1.21	0.78
A5887	37.830015	-121.554713	South Delta tidal transition zone	West Canal	10/1/2020	18.04	1.56	21.76	469.32	7.65	7.40	84.31	2.13	3.56	35.44	5.40	35.79	21.79	439.42	0.23	1.78	2.11	0.43	6.87	25.97	30.70	6.26	19.66	2.63	2.58
A5885	37.833399	-121.554447	South Delta tidal transition zone	West Canal	10/1/2020	17.86	1.61	21.78	474.35	7.66	7.44	84.78	2.14	3.47	35.15	5.32	35.64	21.81	443.76	0.23	1.80	2.11	0.43	6.87	26.19	30.70	6.20	19.47	2.61	2.62
A5883	37.836162	-121.555551	South Delta tidal transition zone	West Canal	10/1/2020	17.51	1.72	21.84	486.71	7.68	7.52	85.84	2.19	3.31	34.51	5.20	35.32	21.87	459.39	0.24	1.83	2.11	0.41	6.88	26.64	30.71	6.02	19.14	2.57	2.71
A5881	37.838922	-121.556625	South Delta tidal transition zone	West Canal	10/1/2020	16.90	1.73	21.85	496.14	7.68	7.55	86.17	2.25	3.29	34.18	5.19	35.14	21.89	473.10	0.24	1.86	2.12	0.40	6.90	27.01	30.85	5.73	18.60	2.56	2.74
A5879	37.841690	-121.557728	South Delta tidal transition zone	West Canal	10/1/2020	16.84	1.73	21.87	500.73	7.69	7.58	86.56	2.28	3.27	34.06	5.16	35.05	21.91	478.53	0.25	1.87	2.10	0.39	6.89	27.08	30.69	5.67	18.45	2.55	2.78
A5877	37.844445	-121.558838	South Delta tidal transition zone	West Canal	10/1/2020	16.20	1.73	21.87	509.60	7.70	7.62	87.07	2.38	3.22	33.89	5.11	34.91	21.91	485.23	0.25	1.89	2.07	0.39	6.90	27.32	30.21	5.62	17.82	2.54	2.82
A5875	37.847224	-121.559927	South Delta tidal transition zone	West Canal	10/1/2020	16.35	1.74	21.87	506.72	7.70	7.65	87.37	2.39	3.23	33.93	5.14	34.97	21.92	482.07	0.25	1.89	2.06	0.39	6.92	27.26	30.21	5.60	17.78	2.54	2.83
A5873	37.849984	-121.561009	South Delta tidal transition zone	West Canal	10/1/2020	16.64	1.78	21.86	505.32	7.70	7.69	87.82	2.45	3.29	33.86	5.24	35.05	21.90	482.16	0.25	1.90	2.03	0.37	6.92	27.41	29.53	5.40	18.17	2.54	2.76
A4615	37.853836	-121.562853	South Delta tidal transition zone	Old River	10/1/2020	18.67	1.85	21.84	481.12	7.71	7.80	88.98	2.45	3.43	34.39	5.41	35.62	21.88	460.26	0.24	1.90	2.04	0.38	7.05	26.95	28.02	5.39	19.57	2.57	2.63
A4618	37.855276	-121.562167	South Delta tidal transition zone	Old River	10/1/2020	19.82	1.83	21.88	461.88	7.73	7.87	89.92	2.37	3.46	34.79	5.46	35.91	21.92	441.50	0.23	1.85	2.06	0.40	7.08	26.07	28.12	5.60	19.43	2.58	2.71
A4612	37.857657	-121.565764	South Delta tidal transition zone	Old River	10/1/2020	19.03	1.85	21.84	472.98	7.73	7.85	89.66	2.45	3.47	34.54	5.47	35.74	21.88	450.34	0.23	1.92	2.08	0.39	7.15	27.00	29.07	5.45	19.76	2.60	2.54
A4620	37.857828	-121.561212	South Delta tidal transition zone	Old River	10/1/2020	23.66	1.81	21.97	401.09	7.77	8.17	93.45	2.19	3.64	36.11	5.70	36.98	22.00	381.73	0.19	1.79	2.19	0.45	7.40	24.31	26.80	6.01	20.37	2.65	2.68
A4622	37.858715	-121.558262	South Delta tidal transition zone	Old River	10/1/2020	24.03	1.77	21.99	396.80	7.77	8.16	93.42	2.15	3.62	36.13	5.67	37.07	22.03	377.56	0.19	1.76	2.13	0.44	7.30	24.15	26.54	6.04	20.10	2.66	2.76
A4610	37.858510	-121.569982	South Delta tidal transition zone	Old River	10/1/2020	16.85	1.75	21.83	495.62	7.72	7.78	88.81	2.53	3.45	33.71	5.45	35.16	21.90	467.95	0.24	1.98	2.04	0.39	7.07	28.02	28.90	5.47	18.51	2.57	2.43
A4626	37.860871	-121.552698	South Delta tidal transition zone	Old River	10/1/2020	25.31	1.57	21.98	382.97	7.75	8.08	92.38	2.12	3.47	36.35	5.40	37.36	22.04	363.69	0.18	1.73	2.05	0.41	7.20	24.21	29.15	5.74	19.98	2.68	2.95
A4608	37.862032	-121.570407	South Delta tidal transition zone	Old River	10/1/2020	17.14	1.63	21.92	488.05	7.74	7.93	90.65	2.45	3.29	33.70	5.26	35.12	21.97	464.39	0.24	1.94	2.01	0.35	6.97	27.91	28.64	5.06	18.16	2.53	2.41
A5803	37.862734	-121.550891	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.57	1.48	21.99	379.02	7.75	8.08	92.44	2.17	3.49	36.22	5.38	37.13	22.03	360.06	0.18	1.75	2.13	0.42	7.36	24.15	28.84	5.73	20.16	2.67	3.00
A5805	37.864093	-121.547689	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.63	1.32	22.00	377.73	7.74	8.03	91.91	2.22	3.53	35.79	5.38	36.79	22.05	358.74	0.18	1.76	2.18	0.42	7.40	20.73	25.68	5.70	20.64	2.65	3.05
A4606	37.864479	-121.572339	South Delta tidal transition zone	Old River	10/1/2020	16.12	1.56	21.97	505.74	7.75	8.01	91.68	2.46	3.11	33.30	5.04	34.70	22.01	485.96	0.25	1.92	1.95	0.31	6.72	28.64	28.81	4.56	17.92	2.51	2.39
A5807	37.865419	-121.544482	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.59	1.26	21.99	378.67	7.74	7.99	91.43	2.22	3.50	35.75	5.32	36.82	22.04	359.36	0.18	1.76	2.16	0.41	7.33	21.56	25.45	5.66	20.89	2.65	3.05
A4604	37.866408	-121.573990	South Delta tidal transition zone	Old River	10/1/2020	15.61	1.51	21.99	514.59	7.77	8.08	92.49	2.45	2.98	33.14	4.86	34.45	22.02	494.87	0.26	1.90	1.93	0.25	6.53	29.21	29.15	3.76	17.75	2.50	2.40
A5809	37.866821	-121.541241	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.70	1.10	21.97	378.34	7.75	7.96	91.09	2.20	3.43	35.94	5.22	37.00	22.03	358.77	0.18	1.75	2.10	0.42	7.19	21.22	28.25	5.85	21.64	2.66	3.02
A4602	37.868295	-121.576634	South Delta tidal transition zone	Old River	10/1/2020	13.61	1.46	21.97	540.84	7.77	8.04	92.03	2.49	2.79	32.53	4.58	33.95	22.00	519.21	0.27	1.84	1.80	0.19	6.06	30.33	29.63	3.05	17.21	2.46	2.36
A5811	37.868204	-121.538026	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.81	0.92	21.97	378.27	7.75	7.99	91.39	2.15	3.35	36.12	5.15	37.12	22.03	358.90	0.18	1.75	2.05	0.43	7.10	24.71	25.19	5.99	22.57	2.66	2.96
A5813	37.869594	-121.534794	South Delta tidal transition zone	Victoria Canal	10/1/2020	25.87	0.85	21.95	378.79	7.75	7.99	91.35	2.14	3.32	36.15	5.14	37.18	22.02	359.33	0.18	1.76	2.03	0.43	7.07	25.22	25.77	6.03	22.95	2.66	2.93
A4600	37.870050	-121.579404	South Delta tidal transition zone	Old River	10/1/2020	13.10	1.43	21.94	546.42	7.77	7.96	90.99	2.48	2.74	32.32	4.47	33.71	21.97	521.30	0.27	1.80	1.70	0.16	5.84	30.86	29.13	2.65	16.78	2.45	2.34
A5815	37.870965	-121.531595	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.17	0.67	21.89	378.49	7.74	7.97	90.97	2.12	3.36	36.18	5.18	37.31	21.95	358.71	0.18	1.78	2.04	0.46	7.09	24.12	25.03	6.43	24.03	2.67	2.86
A5817	37.872321	-121.528361	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.33	0.55	21.87	378.09	7.74	7.94	90.60	2.10	3.41	36.17	5.22	37.32	21.92	358.13	0.18	1.79	2.11	0.50	7.18	20.37	28.63	6.91	24.73	2.67	2.82
A4598	37.872754	-121.579236	South Delta tidal transition zone	Old River	10/1/2020	13.14	1.40	21.91	547.75	7.76	7.89	90.13	2.51	2.72	32.24	4.40	33.55	21.94	521.71	0.27	1.78	1.65	0.14	5.74	31.12	28.79	2.45	16.44	2.45	2.35
A5819	37.873710	-121.525149	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.38	0.43	21.86	378.44	7.74	7.89	90.07	2.08	3.46	36.12	5.29	37.24	21.91	358.41	0.18	1.79	2.18	0.56	7.30	15.50	29.90	7.72	25.55	2.66	2.76
A5821	37.875060	-121.521901	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.59	0.30	21.89	378.23	7.73	7.87	89.90	2.05	3.48	35.99	5.35	37.11	21.93	358.37	0.18	1.81	2.25	0.55	7.33	20.86	30.64	7.49	26.47	2.66	2.71
A4596	37.875520	-121.578220	South Delta tidal transition zone	Old River	10/1/2020	13.27	1.37	21.88	548.25	7.76	7.82	89.31	2.53	2.70	32.15	4.34	33.39	21.92	521.85	0.27	1.77	1.61	0.13	5.66	31.37	28.47	2.23	16.07	2.44	2.35
A5823	37.876405	-121.518667	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.70	0.26	21.91	378.12	7.73	7.87	89.94	2.02	3.48	35.91	5.36	37.04	21.95	358.40	0.18	1.82	2.26	0.50	7.27	24.24	31.05	6.93	26.83	2.65	2.69
A5825	37.877764	-121.515430	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.73	0.25	21.93	378.16	7.72	7.83	89.54	1.98	3.43	35.92	5.30	36.97	21.97	358.60	0.18	1.84	2.18	0.43	7.06	26.15	30.85	6.02	26.97	2.66	2.71
A4594	37.878186	-121.576811	South Delta tidal transition zone	Old River	10/1/2020	13.54	1.29	21.88	548.82	7.76	7.77	88.76	2.45	2.70	31.94	4.34	33.11	21.93	523.37	0.27	1.74	1.58	0.14	5.64	30.93	27.92	2.43	15.39	2.43	2.39
A5827	37.879154	-121.512204	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.73	0.24	21.91	378.20	7.72	7.80	89.14	1.97	3.39	36.13	5.25	37.05	21.95	358.55	0.18	1.85	2.06	0.38	6.83	27.37	30.11	5.52	26.98	2.67	2.74
A4592	37.880836	-121.575299	South Delta tidal transition zone	Old River	10/1/2020	13.73	1.26	21.95	549.57	7.76	7.80	89.28	2.31	2.77	31.86	4.46	32.93	21.99	525.52	0.27	1.73	1.62	0.19	5.75	30.09	27.98	3.23	15.16	2.43	2.42
A5829	37.880838	-121.509219	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.70	0.24	21.89	378.20	7.72	7.79	89.01	1.97	3.27	36.32	5.09	37.16	21.93	358.39	0.18	1.82	1.95	0.36	6.58	27.80	29.55	5.53	26.95	2.68	2.78
A5832	37.882294	-121.504773	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.69	0.24	21.90	378.18	7.73	7.83	89.40	1.93	3.11	36.24	4.84	37.16	21.93	358.35	0.18	1.77	1.88	0.37	6.44	27.53	29.13	5.70	26.94	2.67	2.86
A4590	37.883408	-121.573953	South Delta tidal transition zone	Old River	10/1/2020	13.87	1.23	22.00	550.71	7.76	7.84	89.74	2.22	2.87	31.92	4.58	32.84	22.04	527.39	0.27	1.75	1.72	0.22	5.90	29.57	28.90	3.67	15.00	2.44	2.45
A5834	37.883722	-121.501460	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.73	0.29	21.94	378.06	7.73	7.87	90.04	1.89	3.06	36.17	4.82	37.03	21.97	358.56	0.18	1.72	1.91	0.38	6.44	26.68	29.62	5.95	27.02	2.67	2.93
A5836	37.885068	-121.498222	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.75	0.33	21.94	378.00	7.74	7.89	90.20	1.90	3.10	36.29	4.88	37.04	21.97	358.54	0.18	1.73	1.93	0.37	6.46	26.79	29.83	5.74	27.08	2.68	2.95
A4588	37.886049	-121.575526	South Delta tidal transition zone	Old River	10/1/2020	13.07	1.24	22.05	558.08	7.78	7.84	89.87	2.19	2.90	31.37	4.63	32.39	22.09	533.91	0.27	1.80	1.81	0.27	6.16	29.15	29.40	4.30	14.29	2.40	2.43
A5838	37.886441	-121.494995	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.78	0.54	21.89	377.69	7.73	7.89	90.13	1.94	3.14	36.65	4.94	37.23	21.93	357.89	0.18	1.75	1.90	0.37	6.38	27.42	29.73	5.83	27.32	2.69	3.01
A5840	37.887815	-121.491779	South Delta tidal transition zone	Victoria Canal	10/1/2020	26.87	0.70	21.77	377.33	7.72	7.83	89.19	2.01	3.16	37.04	4.96	37.57	21.81	356.63	0.18	1.71	1.71	0.36	6.03	28.50	28.20	5.91	27.57	2.72	3.04
A4586	37.888749	-121.575580	South Delta tidal transition zone	Old River	10/1/2020	12.79	1.24	22.04	558.89	7.78	7.83	89.82	2.24	2.87	31.27	4.60	32.34	22.07	533.82	0.27	1.82	1.86	0.26	6.21	29.25	29.83	4.09	14.02	2.39	2.43
A4584	37.890126	-121.572565	South Delta tidal transition zone	Old River	10/1/2020	12.79	1.18	21.96	558.43	7.78	7.81	89.38	2.32	2.81	31.66	4.47	32.61	21.98	532.44	0.27	1.79	1.80	0.23	6.00	29.89	29.73	3.77	13.95	2.42	2.45
