CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	NH4 (uM) (DS) SA	Orthophosphate (uM) (DS) SA
A3582	38.02320	-121.76582	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	10.74	19.41	4983.18	7.79	8.89	98.15	8.88	1.03	22.15	2.91	24.41	19.50	4370.7	2.63	3.14	3.51	1.74	0.00	8.46	37.22	42.14	20.47	0.02	12.30	1.99	10.78	23.08	1.67	0.63
A2336	38.27966	-121.66470	Cache Slough Complex	Prospect Slough	Oct-2022	5.41	19.77	156.36	7.82	9.15	100.27	2.59	0.63	18.21	1.96	19.08	19.80	145.9	0.08	0.57	1.44	0.76	0.64	3.40	16.75	42.28	22.41	18.81	6.69	1.75	9.21	15.83	1.14	1.50
A3454	38.09623	-121.62749	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	5.84	19.77	701.70	7.81	8.92	97.88	6.52	3.36	21.13	7.99	23.29	19.76	649.7	0.35	0.05	2.61	7.39	0.01	10.29	0.52	25.40	71.78	0.14	6.80	1.93	10.37	17.15	0.96	0.90
A1061	38.13083	-122.03799	Suisun Bay	Grizzly Bay	Oct-2022	17.16	18.88	17438.70	7.78	8.82	100.89	5.81	1.44	27.13	3.28	29.69	18.94	15837.0	10.62	3.47	2.77	1.56	0.00	7.81	44.47	35.45	19.98	0.00	18.76	2.29	12.77	31.52	1.57	0.91
A3147	38.21078	-121.50560	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.61	20.26	132.88	7.61	8.92	98.59	1.49	1.11	12.56	3.21	13.06	20.28	124.0	0.07	2.48	1.04	1.14	1.10	5.76	43.09	18.07	19.02	19.76	11.06	1.41	6.95	18.05	0.84	0.79
A3574	38.02605	-121.78450	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.41	19.40	6191.81	7.77	8.95	99.26	7.70	1.16	22.80	3.13	25.00	19.47	5639.1	3.45	3.39	3.40	1.92	0.00	8.74	38.82	39.13	21.91	0.00	12.95	2.03	11.04	23.96	1.46	0.41
A2308	38.32058	-121.66721	Cache Slough Complex	Liberty Cut	Oct-2022	1.15	19.15	172.03	7.90	9.05	97.95	2.64	1.07	23.69	2.59	25.03	19.17	159.4	0.09	0.87	1.47	1.14	1.26	4.73	17.43	33.26	23.19	26.16	2.59	2.09	11.40	13.70	1.35	2.48
A899	38.06568	-122.00573	Suisun Bay	Suisun Bay	Oct-2022	17.22	18.33	17782.07	7.71	8.86	100.28	5.22	4.10	26.90	8.65	29.46	18.38	16312.4	11.11	6.63	1.17	5.93	1.80	15.53	42.57	7.92	38.12	11.41	19.57	2.28	12.68	32.23	2.45	1.36
A3081	38.14267	-121.59938	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	12.06	19.84	137.44	7.49	8.56	93.87	1.46	0.51	12.76	1.46	13.39	19.83	128.4	0.07	0.00	1.39	0.40	0.42	2.21	0.00	62.75	18.08	19.17	13.19	1.42	7.02	20.20	1.24	0.90
A4657	37.82784	-121.55213	South Delta Tidal Transition Zone	Old River	Oct-2022	6.26	21.30	526.33	7.39	7.62	86.11	2.41	2.15	38.72	5.07	40.47	21.39	506.2	0.26	4.50	4.11	1.86	0.04	10.53	42.71	39.02	17.67	0.36	7.96	3.00	17.41	25.38	1.40	1.56
A598	38.18980	-121.57638	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.52	19.85	135.00	7.51	8.74	95.83	1.21	0.47	12.32	1.35	13.01	19.85	126.0	0.07	0.42	1.85	0.70	0.19	3.17	13.42	58.38	22.19	5.99	12.83	1.39	6.85	19.69	1.29	0.88
A3148	38.20995	-121.50701	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	11.03	20.32	135.70	7.62	8.91	98.68	1.40	1.09	12.38	3.09	12.91	20.35	127.4	0.07	2.40	0.96	1.04	1.19	5.62	42.66	17.19	18.21	21.28	11.51	1.40	6.87	18.44	0.86	0.81
A3798	37.98475	-121.38983	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	56.65	22.16	776.15	7.41	6.64	76.37	2.48	1.67	50.05	4.30	54.17	22.15	756.5	0.39	2.63	2.21	0.97	1.00	6.85	38.51	32.21	14.22	14.67	59.60	3.69	21.94	81.45	2.88	8.59
A2947	38.19502	-121.61752	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	9.63	19.91	144.09	7.59	8.77	96.30	1.72	0.53	14.75	1.43	15.40	19.92	133.7	0.07	0.22	1.34	0.46	0.36	2.35	9.60	57.39	19.46	15.28	11.01	1.54	7.82	18.77	1.08	1.12
A2908	38.24745	-121.60203	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.38	19.92	135.08	7.46	8.59	94.33	0.95	0.43	12.80	1.13	13.26	19.93	126.2	0.07	0.32	1.34	0.37	0.30	2.33	13.78	54.20	16.04	12.91	11.66	1.42	7.04	18.67	1.25	0.86
A777	38.05871	-121.80644	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.06	19.13	3816.05	7.62	9.05	98.92	7.23	1.62	20.74	3.82	22.90	19.17	3912.7	2.36	2.25	2.36	2.69	0.00	7.30	30.42	33.29	36.34	0.00	12.65	1.91	10.22	22.84	1.61	1.09
A3561	38.02513	-121.76076	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	10.30	19.45	4568.36	7.79	8.92	98.48	7.95	0.98	22.01	2.89	24.13	19.53	4055.2	2.43	3.06	3.54	1.74	0.00	8.43	36.35	42.21	20.58	0.01	11.97	1.98	10.72	22.69	1.68	0.74
A3548	38.02685	-121.73676	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	9.64	19.41	3759.23	7.83	9.00	98.93	9.03	0.99	21.58	2.71	23.87	19.47	3447.4	2.04	2.48	3.66	1.38	0.00	7.55	32.92	48.86	18.33	0.00	11.18	1.96	10.55	21.73	1.50	1.52
A4143	38.14111	-121.48779	Mokelumne Tidal Transition Zone	Sycamore Slough	Oct-2022	1.01	21.05	149.46	7.53	8.67	97.35	2.27	2.48	28.55	6.12	30.44	21.07	143.3	0.08	2.69	1.86	3.49	0.46	8.52	32.22	22.13	40.01	5.57	1.43	2.38	13.34	14.76	0.32	1.18
A882	38.05688	-121.97491	Suisun Bay	Suisun Bay	Oct-2022	15.30	18.37	12884.65	7.69	9.26	103.02	5.64	2.80	25.77	6.49	28.38	18.43	11795.3	7.81	5.81	1.47	5.00	0.80	13.02	43.87	13.81	37.75	5.37	16.57	2.21	12.23	28.77	1.41	0.67
A5285	37.99853	-121.41624	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	43.10	21.58	698.22	7.34	6.77	76.90	2.75	1.94	61.53	4.71	67.59	21.55	676.5	0.35	2.43	2.25	1.35	0.71	6.74	36.13	33.38	19.93	10.53	46.17	4.39	26.53	72.60	2.24	6.74
A658	38.17940	-121.66655	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.09	19.86	157.44	7.63	8.91	97.79	2.97	0.70	15.03	2.00	16.09	19.83	143.3	0.08	0.52	1.94	1.13	0.15	3.76	13.76	51.86	29.97	4.04	10.58	1.56	7.93	18.44	1.30	1.09
A4883	38.07258	-121.64787	Central Delta Tidal Transition Zone	Fishermans Cut	Oct-2022	5.58	20.05	1004.52	7.96	9.11	100.53	7.58	2.40	20.74	5.59	22.50	20.10	936.6	0.51	1.50	3.67	4.78	0.00	9.93	15.05	37.06	48.06	0.00	6.43	1.90	10.21	16.65	0.84	1.45
A4056	38.03311	-121.85174	Western Delta Tidal Transition Zone	New York Slough	Oct-2022	14.78	18.96	11269.93	7.77	9.01	100.82	8.46	2.75	24.68	6.24	27.30	19.00	10202.6	6.59	4.01	2.55	3.00	0.31	9.85	40.30	25.61	30.21	2.84	16.58	2.15	11.79	28.35	1.77	1.86
A2902	38.25422	-121.59950	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.46	19.98	135.02	7.47	8.62	94.77	0.96	0.41	12.30	1.12	12.80	19.99	126.4	0.07	0.44	1.22	0.33	0.42	2.38	18.24	42.40	13.64	17.40	11.69	1.39	6.84	18.55	1.22	0.85
A2893	38.26222	-121.59002	North Delta Tidal Transition Zone	Steamboat Slough	Oct-2022	10.45	20.06	135.09	7.48	8.64	95.18	0.91	0.46	12.29	1.16	12.77	20.07	126.5	0.07	0.52	1.23	0.34	0.44	2.52	20.66	47.33	13.70	17.29	11.77	1.39	6.84	18.60	1.28	0.81
A3544	38.02927	-121.72998	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	9.59	19.44	3568.26	7.83	9.03	99.30	9.35	1.03	21.47	2.76	23.75	19.51	3238.2	1.91	2.38	3.65	1.43	0.00	7.49	31.84	48.68	19.04	0.00	10.94	1.95	10.51	21.45	1.38	1.48
A3855	37.94350	-121.34319	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	34.73	21.62	503.53	7.70	8.03	91.31	2.33	1.42	30.67	3.54	32.84	21.60	488.9	0.25	2.54	1.98	0.67	0.95	6.15	41.25	32.09	10.94	15.45	37.94	2.51	14.19	51.98	3.99	8.28
A3721	38.02566	-121.46867	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	12.01	20.69	473.05	7.36	7.76	86.60	2.88	2.63	42.46	5.97	46.47	20.68	451.6	0.24	1.46	2.31	3.04	0.38	7.18	20.50	32.36	41.78	5.31	14.05	3.23	18.90	33.21	1.23	3.10
A788	38.06508	-121.82494	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.59	19.00	5347.84	7.61	9.06	99.46	7.35	1.33	21.89	3.44	24.09	19.06	4835.6	2.96	2.47	2.34	2.42	0.00	7.24	33.60	32.87	33.29	0.03	13.07	1.98	10.68	23.79	1.41	0.85
A855	38.04782	-121.93003	Suisun Bay	Suisun Bay	Oct-2022	15.00	18.77	12307.97	7.70	8.89	99.52	6.44	1.93	25.63	4.40	28.20	18.84	11217.4	7.33	4.38	2.56	2.95	0.05	9.96	43.83	26.11	29.38	0.41	16.36	2.20	12.17	28.53	1.36	0.59
A3076	38.14915	-121.59892	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	13.02	19.86	139.31	7.49	8.60	94.37	1.31	0.51	12.68	1.41	13.30	19.84	130.0	0.07	0.00	1.33	0.36	0.44	2.15	0.00	61.69	16.94	20.61	14.12	1.41	6.99	21.12	1.22	0.89
A1163	38.07216	-122.00050	Suisun Bay	Suisun Bay	Oct-2022	17.08	18.52	17276.99	7.75	8.94	101.39	6.52	3.70	26.79	7.97	29.48	18.54	15833.4	10.72	6.36	2.06	4.96	1.10	14.49	43.85	14.95	33.82	7.25	19.34	2.27	12.64	31.97	2.30	1.32
A4267	38.09222	-121.49147	Central Delta Tidal Transition Zone	White Slough	Oct-2022	1.56	20.41	207.10	7.90	9.45	104.78	3.09	7.35	31.13	16.19	33.50	20.42	195.2	0.10	1.79	2.18	13.71	0.01	18.02	11.61	13.49	73.33	0.17	1.97	2.54	14.37	16.42	0.32	0.77
A2781	38.25861	-121.60046	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	10.27	20.04	135.02	7.49	8.72	96.03	0.88	0.40	12.31	1.16	12.77	20.06	126.5	0.07	0.57	1.12	0.26	0.51	2.44	23.16	43.69	10.63	20.85	11.56	1.39	6.84	18.41	1.20	0.84
A741	38.08350	-121.74939	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	9.88	19.70	900.22	7.60	9.00	98.61	6.25	1.14	17.62	3.02	19.32	19.74	845.2	0.47	1.02	2.49	2.54	0.15	6.23	16.37	40.14	40.66	2.40	10.90	1.71	8.97	19.86	0.99	1.25
A2329	38.29035	-121.66569	Cache Slough Complex	Prospect Slough	Oct-2022	4.51	19.70	160.21	7.86	9.19	100.49	2.67	0.74	19.09	2.07	20.06	19.72	149.4	0.08	0.51	1.48	0.83	0.66	3.51	14.75	41.99	23.85	19.07	5.66	1.80	9.55	15.16	1.03	1.44
A4196	38.09530	-121.49502	Mokelumne Tidal Transition Zone	Little Potato Slough	Oct-2022	1.51	20.40	199.16	7.91	9.45	104.85	3.02	6.29	30.70	13.05	32.98	20.41	187.5	0.10	1.65	2.13	12.93	0.00	16.85	10.74	13.53	75.01	0.03	1.79	2.51	14.20	16.07	0.30	0.78
A3937	38.09938	-121.68605	Western Delta Tidal Transition Zone	Threemile Slough	Oct-2022	8.02	19.56	1203.86	7.68	8.77	95.89	7.19	1.62	20.79	4.23	23.19	19.57	1115.3	0.62	0.28	2.28	3.38	0.20	6.19	4.55	36.96	54.43	3.25	9.03	1.91	10.24	19.28	1.17	1.31
A4593	37.87955	-121.57614	South Delta Tidal Transition Zone	Old River	Oct-2022	5.65	21.24	545.13	7.43	7.57	85.43	3.24	1.87	38.22	4.41	40.29	21.31	525.9	0.28	3.94	4.16	1.51	0.00	9.62	40.89	43.37	15.58	0.02	7.26	2.97	17.21	24.51	1.64	1.36
A4598	37.87275	-121.57924	South Delta Tidal Transition Zone	Old River	Oct-2022	6.44	21.24	550.79	7.40	7.48	84.43	3.21	1.84	39.30	4.37	41.42	21.32	530.5	0.28	4.04	4.19	1.57	0.00	9.81	41.19	42.76	15.93	0.00	8.23	3.04	17.64	25.83	1.69	1.28
A5879	37.84169	-121.55773	South Delta Tidal Transition Zone	West Canal	Oct-2022	5.55	21.26	523.72	7.37	7.44	83.97	2.26	2.04	39.00	5.02	40.69	21.34	501.9	0.26	4.53	4.20	2.02	0.02	10.79	41.98	38.93	18.70	0.20	6.94	3.02	17.52	24.46	1.43	1.55
A404	38.38255	-121.52032	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	8.43	19.94	132.12	7.57	8.94	98.23	1.03	0.34	11.71	0.97	12.18	19.96	120.9	0.07	0.61	2.34	0.44	0.00	3.40	17.80	63.07	12.84	0.01	10.28	1.35	6.61	16.91	1.41	1.04
A3489	38.08828	-121.67983	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.11	19.73	1194.45	7.78	8.77	96.38	6.70	1.95	20.87	4.92	23.05	19.75	1105.9	0.62	0.70	2.65	4.09	0.04	7.54	9.24	35.27	54.09	0.54	8.10	1.91	10.27	18.32	0.94	1.34
A2319	38.30463	-121.66716	Cache Slough Complex	Liberty Cut	Oct-2022	3.73	19.59	163.64	7.89	9.18	100.17	2.84	0.74	19.78	2.13	20.80	19.63	152.2	0.08	0.52	1.49	0.88	0.76	3.65	14.60	40.53	24.20	20.84	4.73	1.85	9.83	14.51	1.00	1.53
A5241	38.03686	-121.40470	Central Delta Tidal Transition Zone	Fourteenmile Slough	Oct-2022	5.61	20.50	384.34	7.61	8.31	92.34	1.74	2.22	49.23	5.42	52.84	20.49	356.9	0.19	3.54	2.17	1.02	0.80	7.51	47.06	28.94	13.63	10.65	6.76	3.64	21.61	28.59	0.80	1.71
A1017	38.08222	-122.07669	Suisun Bay	Suisun Bay	Oct-2022	18.18	18.57	25072.87	7.73	9.19	107.63	10.14	2.39	26.20	5.69	29.59	18.59	22089.8	15.38	4.29	2.23	4.17	0.46	11.30	37.94	19.87	36.79	4.03	20.84	2.24	12.40	33.23	2.55	1.49
A3606	38.02037	-121.81127	Western Delta Tidal Transition Zone	San Joaquin River	Oct-2022	11.95	19.28	6568.90	7.78	8.82	97.71	7.80	1.39	23.02	3.55	25.29	19.32	6177.2	3.82	3.82	3.36	2.11	0.00	9.37	40.81	35.92	22.49	0.03	13.57	2.04	11.13	24.72	1.51	0.53
A4542	37.93328	-121.55893	South Delta Tidal Transition Zone	Old River	Oct-2022	3.88	20.83	555.63	7.45	7.94	88.91	2.53	1.83	32.67	4.46	34.12	20.91	526.8	0.28	3.85	3.78	2.09	0.00	9.77	39.09	38.88	21.20	0.00	4.75	2.63	14.99	19.78	0.85	1.04
A2771	38.27266	-121.60347	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	10.25	20.16	135.11	7.53	8.88	98.04	0.83	0.48	12.33	1.20	12.76	20.18	126.9	0.07	0.63	1.06	0.18	0.62	2.50	25.12	42.52	7.09	24.79	11.52	1.39	6.85	18.37	1.22	0.83
A4403	38.04828	-121.58200	Central Delta Tidal Transition Zone	Old River	Oct-2022	4.35	20.37	541.26	7.95	9.22	102.27	6.08	2.47	23.20	5.98	24.76	20.43	509.5	0.27	1.44	3.65	4.85	0.00	9.98	14.31	36.64	48.65	0.00	5.37	2.05	11.20	16.69	1.11	0.81
A4419	38.03596	-121.57848	Central Delta Tidal Transition Zone	Old River	Oct-2022	3.67	20.68	533.09	7.92	9.09	101.52	4.22	1.98	25.08	4.66	26.49	20.78	507.8	0.27	1.44	3.42	3.37	0.00	8.18	17.63	41.51	41.37	0.01	4.84	2.17	11.95	16.79	1.10	0.82
A3496	38.07872	-121.68060	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	7.53	19.93	1600.32	7.91	8.88	97.96	7.42	1.22	20.26	3.30	21.93	20.00	1481.5	0.83	1.82	3.60	2.10	0.00	7.54	24.21	47.77	27.79	0.01	8.48	1.88	10.02	18.50	0.92	1.55
A215	38.57273	-121.51431	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	2.78	19.38	121.73	7.62	9.13	99.14	1.74	0.36	10.94	1.13	11.33	19.41	113.7	0.06	0.75	2.54	0.37	0.01	3.70	20.25	68.59	9.98	0.30	3.98	1.31	6.29	10.28	1.14	0.62
A511	38.26684	-121.52926	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	12.51	19.95	138.04	7.56	8.92	97.98	1.01	0.47	11.97	1.28	12.54	19.97	127.0	0.07	0.83	2.09	0.57	0.24	3.70	22.32	56.60	15.43	6.38	14.34	1.37	6.71	21.07	1.44	1.03
A3016	38.19928	-121.54526	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	12.78	19.92	138.16	7.47	8.56	94.01	1.40	0.73	12.89	1.75	13.51	19.90	128.9	0.07	0.02	1.37	0.59	0.39	2.38	1.00	57.40	24.88	16.32	14.08	1.43	7.08	21.15	1.32	0.84
A5266	38.01118	-121.38786	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	47.60	21.62	733.36	7.34	6.48	73.73	2.23	2.12	57.57	4.75	62.21	21.55	701.5	0.37	3.46	2.10	0.82	0.86	7.29	47.39	28.71	11.37	11.82	49.77	4.15	24.95	74.81	2.39	7.89
A3062	38.15236	-121.59088	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	12.61	19.83	138.64	7.50	8.55	93.75	1.31	0.52	12.62	1.41	13.23	19.81	129.3	0.07	0.00	1.39	0.36	0.37	2.12	0.01	65.60	16.95	17.25	13.85	1.41	6.97	20.82	1.23	0.88
A797	38.06981	-121.84247	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	12.22	18.85	7130.77	7.59	9.09	100.12	6.83	1.89	23.55	4.67	25.91	18.91	6360.5	3.98	3.51	2.25	3.61	0.00	9.37	37.28	24.53	38.17	0.02	13.45	2.08	11.34	24.79	1.19	0.29
A268	38.51697	-121.53690	North Delta Tidal Transition Zone	Sacramento River	Oct-2022	2.87	19.49	120.85	7.64	8.94	97.38	1.37	0.31	10.77	0.93	11.17	19.53	111.7	0.06	0.63	2.60	0.33	0.00	3.56	17.79	73.20	9.40	0.01	4.04	1.30	6.23	10.27	1.15	0.49
A3086	38.13647	-121.59480	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	11.01	19.84	135.36	7.49	8.52	93.49	1.42	0.52	12.69	1.42	13.29	19.83	126.4	0.07	0.00	1.38	0.41	0.37	2.15	0.00	63.97	19.08	17.09	12.23	1.41	7.00	19.23	1.29	0.92
A2826	38.26589	-121.64296	North Delta Tidal Transition Zone	Miner Slough	Oct-2022	9.68	20.06	135.57	7.50	8.68	95.68	1.36	0.53	12.76	1.46	13.12	20.09	127.1	0.07	0.96	1.15	0.44	0.59	3.14	30.46	36.62	14.14	18.95	11.03	1.42	7.02	18.07	1.31	0.79
A2338	38.27685	-121.66494	Cache Slough Complex	Prospect Slough	Oct-2022	5.64	19.80	155.46	7.81	9.12	99.94	2.51	0.63	17.96	1.93	18.79	19.83	145.3	0.08	0.60	1.42	0.75	0.66	3.43	17.36	41.54	22.05	19.11	6.88	1.74	9.10	15.94	1.16	1.50
A5123	37.90311	-121.49698	South Delta Tidal Transition Zone	Middle River	Oct-2022	3.68	21.06	474.09	7.39	7.79	87.59	2.21	2.19	38.25	5.22	39.93	21.15	454.2	0.24	4.30	3.86	1.93	0.03	10.15	42.33	38.06	19.04	0.27	4.61	2.97	17.22	21.85	0.89	1.66
A790	38.06619	-121.82841	Western Delta Tidal Transition Zone	Sacramento River	Oct-2022	11.51	19.01	5386.58	7.62	9.16	100.48	6.70	1.56	22.11	3.87	24.31	19.05	5331.0	3.28	2.89	2.33	2.76	0.00	8.02	35.95	29.21	34.43	0.01	12.97	1.99	10.76	23.75	1.35	0.73
A4072	38.03617	-121.88093	Western Delta Tidal Transition Zone	New York Slough	Oct-2022	15.29	18.94	12002.24	7.78	8.78	98.44	8.07	2.87	24.91	6.33	27.61	18.94	11294.0	7.36	4.27	2.32	3.14	0.53	10.25	41.19	23.91	30.18	4.84	17.40	2.16	11.88	29.31	2.12	1.16
A3790	37.99012	-121.40274	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	53.37	21.99	751.92	7.37	6.64	76.08	2.45	1.79	54.91	4.61	59.91	21.97	730.3	0.38	2.64	2.10	1.13	0.93	6.81	38.84	30.76	16.59	13.62	56.12	3.99	23.89	79.81	2.35	8.92
A2738	38.31425	-121.59246	North Delta Tidal Transition Zone	Sutter Slough	Oct-2022	9.35	19.91	131.64	7.49	8.72	95.72	1.23	0.65	12.54	1.50	13.04	19.93	123.1	0.07	1.07	1.22	0.20	0.65	3.15	33.81	38.61	6.48	20.76	10.77	1.41	6.94	17.71	1.21	0.76
A4605	37.86535	-121.57328	South Delta Tidal Transition Zone	Old River	Oct-2022	7.67	21.23	552.55	7.39	7.54	85.09	3.43	1.79	39.08	4.44	41.27	21.30	530.1	0.28	3.79	4.07	1.45	0.00	9.34	40.58	43.68	15.40	0.03	9.09	3.02	17.55	26.62	1.48	1.37
A3451	38.10026	-121.62541	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	5.82	19.77	689.21	7.81	8.95	98.15	6.04	3.15	21.17	7.20	23.38	19.75	635.1	0.35	0.10	2.61	7.09	0.00	9.99	1.00	26.16	71.00	0.04	6.79	1.93	10.39	17.17	0.99	0.88
A3213	38.14557	-121.55373	Mokelumne Tidal Transition Zone	North Mokelumne River	Oct-2022	10.42	20.68	136.89	7.75	9.23	102.93	1.16	1.08	13.41	3.24	13.88	20.71	130.1	0.07	2.68	0.83	0.95	1.26	5.71	46.90	14.40	16.74	21.94	11.46	1.46	7.29	18.77	1.07	0.88
A3688	38.04241	-121.50366	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	4.11	20.34	485.86	7.56	8.54	94.66	3.31	3.78	32.35	7.96	35.12	20.31	455.5	0.24	0.86	2.52	6.66	0.07	10.14	8.50	24.86	65.63	0.70	5.26	2.61	14.86	20.28	1.07	1.10
A5583	38.01539	-121.58114	Central Delta Tidal Transition Zone	Holland Cut	Oct-2022	3.36	20.37	603.96	7.81	8.98	99.64	4.99	2.07	25.78	5.06	27.33	20.43	591.3	0.32	1.62	3.68	3.89	0.00	9.18	17.81	40.17	42.08	0.00	4.57	2.21	12.23	16.80	1.28	1.30
A4894	38.05864	-121.67751	Central Delta Tidal Transition Zone	False River	Oct-2022	7.08	20.14	1582.77	7.92	9.02	99.91	5.81	1.01	20.43	2.80	21.86	20.20	1473.9	0.82	2.08	3.57	1.88	0.00	7.71	26.98	46.44	24.41	0.00	7.98	1.89	10.09	18.08	1.09	1.50
A3627	38.08610	-121.57400	Central Delta Tidal Transition Zone	San Joaquin River	Oct-2022	5.46	19.86	555.06	7.85	9.10	99.97	4.89	3.14	22.17	7.02	24.32	19.85	510.2	0.28	0.06	2.37	6.68	0.05	9.35	1.38	25.48	70.19	0.89	6.29	1.99	10.79	17.03	0.80	0.88
A835	38.04564	-121.89361	Suisun Bay	Sacramento River	Oct-2022	14.35	18.97	10630.40	7.73	9.10	101.64	6.01	3.94	24.62	8.49	26.99	19.02	9748.7	6.27	7.97	1.73	6.34	0.74	16.75	47.08	11.21	37.44	4.46	16.17	2.14	11.77	27.98	1.43	0.83
A3096	38.13035	-121.58021	North Delta Tidal Transition Zone	Georgiana Slough	Oct-2022	10.41	20.17	135.68	7.61	8.82	97.35	1.37	0.70	13.04	1.95	13.65	20.14	127.4	0.07	0.60	1.28	0.57	0.57	3.02	14.02	47.56	18.96	18.97	11.77	1.44	7.13	18.98	1.34	0.96
A2310	38.31769	-121.66720	Cache Slough Complex	Liberty Cut	Oct-2022	1.67	19.29	168.57	7.94	9.18	99.59	2.48	0.95	22.42	2.41	23.63	19.30	156.3	0.09	0.61	1.45	0.92	1.03	4.03	15.07	36.42	22.65	25.32	3.12	2.01	10.89	13.74	1.25	2.22
A2311	38.31623	-121.66720	Cache Slough Complex	Liberty Cut	Oct-2022	1.67	19.29	168.57	7.94	9.18	99.59	2.48	0.95	22.42	2.41	23.63	19.30	156.3	0.09	0.61	1.45	0.92	1.03	4.03	15.07	36.42	22.65	25.32	3.12	2.01	10.89	13.74	1.25	2.22
A5265	38.01192	-121.38625	San Joaquin Tidal Transition Zone	Fourteenmile Slough	Oct-2022	43.29	21.43	714.44	7.33	6.50	73.74	2.29	2.35	59.02	5.27	63.97	21.37	677.0	0.36	4.12	2.10	0.94	0.91	8.12	49.94	26.47	11.59	11.37	46.38	4.24	25.53	71.83	2.29	7.62
A3763	37.99912	-121.44810	San Joaquin Tidal Transition Zone	San Joaquin River	Oct-2022	29.26	21.15	587.26	7.32	6.99	78.84	3.26	1.92	55.50	4.98	61.28	21.12	562.2	0.30	2.21	2.36	2.15	0.45	7.19	30.77	33.00	29.55	6.40	32.35	4.03	24.12	56.75	2.12	4.68
A5132	37.89278	-121.48943	South Delta Tidal Transition Zone	Middle River	Oct-2022	3.80	21.07	470.16	7.41	7.91	88.92	2.32	2.36	38.43	5.40	40.12	21.14	450.7	0.24	4.46	3.65	1.86	0.09	10.08	44.26	36.18	18.40	0.90	4.84	2.98	17.29	22.11	1.05	1.31
A866	38.05849	-121.94526	Suisun Bay	Honker Bay	Oct-2022	14.65	18.81	11383.35	7.71	9.11	101.71	6.58	4.74	24.92	9.55	27.43	18.88	10212.6	6.63	5.62	1.83	4.51	0.70	12.61	43.57	17.04	34.65	5.51	16.11	2.16	11.89	28.04	1.21	0.78
