CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A2882	38.27594	-121.59080	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	13.60	1.33	20.17	144.63	7.75	8.91	98.32	4.45	3.95	12.44	4.92	20.11	133.5	0.07	3.16	0.50	2.55	0.45	6.68	47.33	7.48	38.19	6.78	14.91	1.56	8.58	23.49	0.67
A501	38.27678	-121.54266	North Delta Tidal Transition Zone	Sacramento River	May-2022	10.31	0.78	22.04	139.14	7.64	8.27	94.66	3.36	2.72	13.82	3.29	22.09	133.8	0.07	1.46	0.69	1.67	0.08	3.91	37.25	17.77	42.61	2.02	11.09	1.66	9.13	20.22	0.66
A2816	38.27799	-121.63842	North Delta Tidal Transition Zone	Miner Slough	May-2022	8.63	0.26	19.58	143.20	7.91	9.37	102.08	4.94	5.07	13.50	6.49	19.51	130.8	0.07	2.63	0.33	4.00	1.24	8.20	32.11	4.06	48.82	15.10	8.92	1.64	9.00	17.92	0.53
A2767	38.27800	-121.60089	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.61	0.89	20.14	145.70	7.77	9.06	99.99	4.33	4.09	12.79	5.11	20.08	134.2	0.07	3.27	0.42	2.71	0.62	7.03	46.51	6.05	38.54	8.75	14.48	1.59	8.72	23.19	0.66
A2880	38.27848	-121.58954	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	13.77	1.40	20.18	144.67	7.73	8.85	97.74	4.49	3.90	12.44	4.84	20.11	133.5	0.07	3.14	0.51	2.46	0.46	6.57	47.79	7.79	37.50	6.98	15.18	1.56	8.58	23.76	0.68
A499	38.27896	-121.54506	North Delta Tidal Transition Zone	Sacramento River	May-2022	10.69	0.78	22.04	139.72	7.64	8.28	94.76	3.29	2.71	13.89	3.28	22.10	134.5	0.07	1.43	0.69	1.65	0.09	3.87	37.01	17.78	42.57	2.32	11.48	1.67	9.16	20.63	0.65
A2814	38.28011	-121.64088	North Delta Tidal Transition Zone	Miner Slough	May-2022	8.66	0.27	19.59	143.78	7.91	9.37	102.20	5.05	5.07	13.78	6.50	19.53	131.3	0.07	2.52	0.31	3.98	1.27	8.09	31.11	3.85	49.24	15.75	8.93	1.66	9.11	18.04	0.53
A2765	38.28088	-121.60117	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.49	0.86	20.13	145.19	7.77	9.04	99.76	4.38	4.09	12.60	5.13	20.07	133.8	0.07	3.28	0.44	2.71	0.59	7.04	46.65	6.19	38.49	8.39	14.39	1.57	8.64	23.02	0.66
A497	38.28100	-121.54768	North Delta Tidal Transition Zone	Sacramento River	May-2022	11.18	0.78	22.05	140.42	7.64	8.28	94.84	3.22	2.71	13.98	3.27	22.10	135.2	0.07	1.38	0.70	1.64	0.06	3.80	36.25	18.40	43.19	1.67	11.96	1.67	9.19	21.15	0.64
A2878	38.28124	-121.58910	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	13.98	1.41	20.17	144.83	7.73	8.84	97.56	4.46	3.87	12.47	4.79	20.10	133.6	0.07	3.13	0.51	2.39	0.47	6.50	48.08	7.84	36.77	7.27	15.42	1.56	8.59	24.01	0.68
A2812	38.28180	-121.64346	North Delta Tidal Transition Zone	Miner Slough	May-2022	8.75	0.27	19.61	144.54	7.91	9.37	102.24	5.11	5.04	14.14	6.48	19.54	132.0	0.07	2.42	0.32	3.98	1.27	7.99	30.27	3.94	49.85	15.92	9.02	1.69	9.26	18.27	0.52
A495	38.28283	-121.55053	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.01	0.79	22.03	141.52	7.64	8.28	94.73	3.23	2.66	14.16	3.22	22.08	136.2	0.07	1.25	0.73	1.62	0.03	3.64	34.22	20.06	44.65	0.76	12.80	1.69	9.26	22.06	0.62
A2763	38.28329	-121.60317	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.41	0.70	20.12	144.93	7.77	9.01	99.37	4.39	4.12	12.52	5.21	20.07	133.6	0.07	3.32	0.45	2.76	0.56	7.12	46.63	6.28	38.78	7.87	14.30	1.57	8.61	22.93	0.65
A2876	38.28398	-121.58817	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	14.49	1.34	20.15	145.14	7.71	8.80	97.06	4.42	3.80	12.54	4.71	20.09	133.9	0.07	3.10	0.49	2.34	0.47	6.40	48.36	7.75	36.56	7.32	15.94	1.57	8.62	24.56	0.67
A2810	38.28465	-121.64384	North Delta Tidal Transition Zone	Miner Slough	May-2022	9.01	0.25	19.63	145.13	7.90	9.36	102.25	5.08	4.98	14.38	6.43	19.56	132.6	0.07	2.40	0.32	3.94	1.26	7.92	30.32	4.00	49.68	15.88	9.26	1.70	9.35	18.61	0.53
A493	38.28460	-121.55345	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.54	0.78	22.02	142.14	7.63	8.27	94.63	3.23	2.62	14.25	3.16	22.07	136.7	0.07	1.22	0.73	1.59	0.03	3.58	34.15	20.40	44.49	0.80	13.32	1.69	9.30	22.62	0.60
A2874	38.28589	-121.58556	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	14.87	1.24	20.16	145.32	7.70	8.80	97.10	4.39	3.73	12.60	4.63	20.10	134.1	0.07	3.03	0.48	2.28	0.46	6.26	48.31	7.89	36.69	7.34	16.18	1.57	8.64	24.83	0.66
A2761	38.28602	-121.60566	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.83	0.40	20.04	145.08	7.77	8.99	98.93	4.27	4.17	12.58	5.34	19.98	133.4	0.07	3.27	0.45	2.75	0.64	7.15	45.71	6.34	38.46	8.96	14.41	1.57	8.63	23.07	0.64
A491	38.28673	-121.55593	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.00	0.79	22.01	142.64	7.63	8.26	94.54	3.26	2.60	14.32	3.10	22.07	137.1	0.07	1.25	0.72	1.56	0.03	3.57	34.85	20.15	43.67	0.86	13.79	1.70	9.33	23.12	0.59
A2808	38.28719	-121.64464	North Delta Tidal Transition Zone	Miner Slough	May-2022	9.05	0.25	19.63	145.86	7.90	9.36	102.23	5.06	4.98	14.67	6.44	19.56	133.3	0.07	2.40	0.35	3.96	1.21	7.91	30.33	4.46	50.08	15.25	9.30	1.73	9.47	18.77	0.53
A2785	38.28781	-121.60838	North Delta Tidal Transition Zone	Miner Slough	May-2022	14.31	0.34	19.93	145.62	7.75	8.93	98.10	4.20	4.28	12.73	5.49	19.87	133.6	0.07	3.22	0.43	2.84	0.78	7.27	44.22	5.88	39.07	10.78	14.73	1.58	8.69	23.44	0.62
A2787	38.28832	-121.61161	North Delta Tidal Transition Zone	Miner Slough	May-2022	14.42	0.36	19.90	145.88	7.75	8.90	97.76	4.23	4.37	12.78	5.64	19.83	133.8	0.07	3.26	0.42	2.96	0.80	7.44	43.86	5.62	39.73	10.81	14.84	1.59	8.71	23.57	0.61
A2872	38.28817	-121.58335	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.18	1.14	20.20	145.44	7.69	8.79	97.10	4.31	3.62	12.69	4.50	20.15	134.3	0.07	2.92	0.48	2.17	0.45	6.03	48.13	8.64	36.59	7.29	16.32	1.58	8.68	25.00	0.64
A2759	38.28872	-121.60412	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.93	0.39	20.03	145.02	7.76	9.02	99.24	4.14	4.09	12.57	5.16	19.97	133.3	0.07	3.24	0.45	2.57	0.68	6.98	46.41	6.42	36.81	9.83	14.41	1.57	8.63	23.04	0.64
A489	38.28891	-121.55832	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.45	0.80	21.99	143.03	7.63	8.26	94.49	3.26	2.58	14.35	3.06	22.04	137.3	0.07	1.30	0.72	1.52	0.02	3.58	36.33	20.11	42.52	0.45	14.25	1.70	9.34	23.59	0.57
A2789	38.28926	-121.61486	North Delta Tidal Transition Zone	Miner Slough	May-2022	14.33	0.33	19.84	146.20	7.76	8.92	97.87	4.35	4.51	12.82	5.83	19.78	134.0	0.07	3.28	0.42	3.16	0.79	7.65	42.95	5.52	41.36	10.30	14.70	1.59	8.73	23.44	0.60
A2806	38.28943	-121.64419	North Delta Tidal Transition Zone	Miner Slough	May-2022	9.48	0.25	19.65	145.75	7.90	9.34	102.09	4.97	4.94	14.57	6.40	19.58	133.1	0.07	2.49	0.32	3.94	1.18	7.93	31.33	4.07	49.71	14.89	9.72	1.72	9.43	19.15	0.53
A2804	38.29023	-121.64086	North Delta Tidal Transition Zone	Miner Slough	May-2022	10.07	0.25	19.67	145.49	7.89	9.33	102.00	4.90	4.91	14.30	6.35	19.60	132.8	0.07	2.59	0.31	3.89	1.16	7.95	32.62	3.93	49.01	14.56	10.31	1.70	9.32	19.63	0.53
A2791	38.29045	-121.61815	North Delta Tidal Transition Zone	Miner Slough	May-2022	14.27	0.28	19.81	146.35	7.77	9.00	98.63	4.41	4.49	12.79	5.77	19.74	134.1	0.07	3.18	0.40	3.14	0.81	7.53	42.30	5.31	41.72	10.84	14.56	1.59	8.72	23.27	0.59
A2796	38.29079	-121.62719	North Delta Tidal Transition Zone	Miner Slough	May-2022	13.47	0.25	19.77	146.48	7.82	9.14	100.06	4.59	4.59	12.90	5.91	19.70	134.1	0.07	3.00	0.39	3.39	0.92	7.67	39.05	5.10	44.21	11.95	13.73	1.59	8.76	22.49	0.56
A2793	38.29087	-121.62180	North Delta Tidal Transition Zone	Miner Slough	May-2022	13.97	0.26	19.78	146.57	7.79	9.12	99.90	4.47	4.49	12.81	5.76	19.71	134.2	0.07	3.06	0.37	3.21	0.87	7.49	40.79	4.89	42.81	11.67	14.23	1.59	8.72	22.96	0.58
A2802	38.29091	-121.63747	North Delta Tidal Transition Zone	Miner Slough	May-2022	10.86	0.24	19.70	145.43	7.87	9.32	101.97	4.79	4.82	13.79	6.25	19.63	133.0	0.07	2.68	0.33	3.76	1.14	7.91	33.81	4.22	47.52	14.37	11.11	1.66	9.12	20.22	0.54
A2870	38.29104	-121.58348	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.38	1.09	20.18	145.57	7.68	8.81	97.25	4.25	3.60	12.71	4.47	20.13	134.4	0.07	2.90	0.47	2.14	0.45	5.97	48.28	8.56	36.12	7.35	16.46	1.58	8.68	25.14	0.63
A487	38.29105	-121.56080	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.42	0.80	21.97	142.83	7.63	8.26	94.39	3.26	2.58	14.32	3.05	22.02	136.9	0.07	1.30	0.73	1.48	0.02	3.55	36.58	17.91	41.74	0.57	14.22	1.70	9.33	23.55	0.56
A2800	38.29145	-121.63398	North Delta Tidal Transition Zone	Miner Slough	May-2022	12.06	0.25	19.73	145.86	7.85	9.26	101.29	4.65	4.76	13.30	6.17	19.66	133.5	0.07	2.88	0.39	3.65	1.01	7.91	36.40	4.93	46.19	12.73	12.31	1.62	8.92	21.23	0.55
A2798	38.29178	-121.63061	North Delta Tidal Transition Zone	Miner Slough	May-2022	12.96	0.25	19.76	146.28	7.83	9.23	101.01	4.60	4.70	13.05	6.05	19.69	133.9	0.07	2.96	0.40	3.53	0.92	7.80	37.93	5.13	45.31	11.86	13.21	1.61	8.82	22.03	0.55
A2757	38.29163	-121.60420	North Delta Tidal Transition Zone	Sutter Slough	May-2022	14.06	0.33	20.00	145.06	7.76	9.02	99.19	4.05	4.04	12.60	5.06	19.93	133.2	0.07	3.17	0.44	2.47	0.75	6.86	46.32	6.41	35.95	10.95	14.41	1.57	8.64	23.05	0.64
A485	38.29328	-121.56316	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.11	0.81	21.95	142.33	7.63	8.24	94.17	3.28	2.58	14.24	3.03	22.00	136.3	0.07	1.29	0.74	1.45	0.02	3.52	36.46	16.16	41.29	0.62	13.92	1.69	9.30	23.22	0.55
A2868	38.29388	-121.58285	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.66	1.05	20.15	145.75	7.68	8.79	97.03	4.12	3.60	12.72	4.47	20.09	134.5	0.07	2.91	0.48	2.12	0.44	5.97	48.56	8.46	35.40	7.28	16.70	1.58	8.69	25.39	0.61
A2755	38.29445	-121.60504	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.94	0.28	19.98	144.83	7.75	8.97	98.62	3.95	3.95	12.59	4.90	19.91	133.1	0.07	3.10	0.41	2.33	0.83	6.67	46.55	6.21	34.83	12.45	14.21	1.57	8.64	22.85	0.62
A483	38.29555	-121.56545	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.69	0.83	21.94	141.81	7.63	8.22	93.91	3.36	2.59	14.17	3.04	21.99	135.8	0.07	1.27	0.75	1.45	0.02	3.52	35.92	16.27	41.49	0.59	13.52	1.69	9.27	22.78	0.54
A2866	38.29668	-121.58191	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.67	1.08	20.24	145.59	7.67	8.70	96.15	4.05	3.56	12.81	4.42	20.19	134.6	0.07	2.84	0.52	2.09	0.39	5.86	47.95	9.66	34.63	6.47	16.75	1.59	8.72	25.48	0.59
A2753	38.29719	-121.60477	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.79	0.28	19.98	144.64	7.75	8.95	98.43	3.91	3.91	12.56	4.83	19.92	133.0	0.07	3.10	0.42	2.29	0.80	6.60	46.97	6.31	34.78	12.07	14.07	1.57	8.62	22.69	0.62
A481	38.29793	-121.56754	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.22	0.86	21.94	141.46	7.63	8.19	93.64	3.46	2.59	14.15	3.04	22.00	135.7	0.07	1.19	0.76	1.42	0.00	3.41	34.93	21.30	39.15	0.16	13.09	1.69	9.26	22.35	0.53
A2751	38.29943	-121.60244	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.66	0.32	19.99	144.50	7.75	8.94	98.29	3.86	3.87	12.54	4.76	19.92	132.9	0.07	3.11	0.45	2.31	0.68	6.53	47.55	6.92	35.40	10.40	13.99	1.57	8.62	22.61	0.62
A2864	38.29942	-121.58085	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.84	1.11	20.19	145.70	7.68	8.67	95.78	4.06	3.61	12.77	4.49	20.13	134.6	0.07	2.92	0.53	2.13	0.39	5.98	48.45	9.41	34.66	6.34	16.96	1.59	8.71	25.67	0.58
A479	38.30035	-121.56959	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.19	0.90	21.93	141.56	7.63	8.19	93.60	3.46	2.58	14.16	3.02	21.99	135.7	0.07	1.17	0.76	1.40	0.00	3.35	34.79	22.45	37.28	0.07	13.09	1.69	9.27	22.36	0.53
A2749	38.30155	-121.59999	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.72	0.57	20.00	144.55	7.75	8.91	98.08	3.89	3.83	12.55	4.69	19.93	132.9	0.07	3.13	0.52	2.33	0.56	6.50	48.11	7.93	35.86	8.61	14.30	1.57	8.62	22.92	0.62
A2862	38.30207	-121.57952	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	15.98	1.26	20.21	145.63	7.67	8.61	95.10	4.09	3.61	12.82	4.56	20.15	134.6	0.07	2.78	0.59	2.06	0.34	5.78	47.37	10.81	34.71	5.52	17.25	1.59	8.73	25.97	0.56
A477	38.30277	-121.57161	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.41	0.93	21.85	141.85	7.63	8.20	93.60	3.53	2.59	14.07	3.05	21.90	135.8	0.07	1.20	0.76	1.42	0.01	3.41	35.01	22.46	37.86	0.22	13.35	1.68	9.23	22.58	0.53
A2860	38.30387	-121.57664	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	14.98	1.27	20.66	144.48	7.66	8.50	94.70	4.10	3.31	13.04	4.16	20.63	134.8	0.07	2.26	0.65	1.85	0.25	5.04	43.38	14.39	36.75	4.35	16.24	1.60	8.82	25.06	0.56
A2747	38.30439	-121.59988	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.73	0.76	20.00	144.52	7.74	8.90	97.94	3.83	3.78	12.56	4.67	19.93	133.0	0.07	3.03	0.51	2.31	0.55	6.39	47.46	7.92	36.11	8.66	14.49	1.57	8.63	23.11	0.62
A475	38.30509	-121.57321	North Delta Tidal Transition Zone	Steamboat Slough	May-2022	13.06	1.06	21.55	142.44	7.64	8.28	93.89	3.77	2.77	13.68	3.33	21.58	135.4	0.07	1.37	0.77	1.50	0.06	3.69	36.23	21.55	41.25	1.20	14.11	1.65	9.07	23.18	0.54
A2745	38.30675	-121.59789	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.90	0.89	20.01	144.67	7.74	8.88	97.73	3.83	3.72	12.59	4.64	19.95	133.2	0.07	2.99	0.52	2.26	0.55	6.32	47.36	8.23	35.67	8.67	14.78	1.57	8.64	23.41	0.61
A473	38.30740	-121.57456	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.77	1.21	21.19	143.11	7.64	8.39	94.37	4.10	2.99	13.27	3.70	21.19	135.0	0.07	1.74	0.72	1.65	0.15	4.26	39.34	18.37	39.47	3.08	14.76	1.62	8.91	23.67	0.56
A2743	38.30933	-121.59863	North Delta Tidal Transition Zone	Sutter Slough	May-2022	13.92	0.96	20.01	144.70	7.74	8.89	97.77	3.80	3.73	12.61	4.67	19.94	133.2	0.07	2.92	0.49	2.27	0.56	6.26	46.72	7.78	36.34	8.92	14.87	1.57	8.64	23.52	0.61
A471	38.30997	-121.57627	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.80	1.36	21.13	143.01	7.64	8.47	95.22	4.21	3.00	13.17	3.66	21.13	134.7	0.07	1.91	0.68	1.69	0.21	4.47	42.29	15.72	37.92	4.52	14.73	1.61	8.87	23.61	0.59
A2741	38.31133	-121.59648	North Delta Tidal Transition Zone	Sutter Slough	May-2022	14.11	1.03	20.02	144.92	7.73	8.87	97.60	3.78	3.67	12.65	4.61	19.95	133.4	0.07	2.91	0.50	2.24	0.55	6.20	46.89	8.01	36.04	8.89	15.13	1.58	8.66	23.79	0.61
A469	38.31266	-121.57755	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.88	1.39	21.13	143.08	7.64	8.47	95.21	4.08	2.99	13.27	3.59	21.13	134.8	0.07	1.89	0.68	1.65	0.20	4.41	42.72	15.69	37.44	4.35	14.79	1.62	8.91	23.70	0.60
A2739	38.31312	-121.59365	North Delta Tidal Transition Zone	Sutter Slough	May-2022	14.58	1.08	20.07	145.20	7.72	8.84	97.46	3.72	3.58	12.72	4.44	20.01	133.8	0.07	2.90	0.51	2.14	0.55	6.09	47.44	8.48	35.08	8.97	15.65	1.58	8.69	24.34	0.61
A467	38.31554	-121.57796	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.96	1.41	21.13	143.23	7.64	8.45	95.05	3.98	2.97	13.34	3.56	21.13	135.0	0.07	1.87	0.69	1.62	0.18	4.36	42.79	15.98	37.14	4.10	15.05	1.63	8.94	24.00	0.61
A2737	38.31551	-121.59178	North Delta Tidal Transition Zone	Sutter Slough	May-2022	14.90	1.12	20.12	145.33	7.71	8.83	97.44	3.68	3.55	12.78	4.35	20.06	134.1	0.07	2.84	0.52	2.08	0.53	5.98	47.57	8.87	34.81	8.65	16.02	1.59	8.71	24.73	0.61
A2735	38.31816	-121.59023	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.24	1.09	20.08	145.62	7.72	8.85	97.56	3.63	3.57	12.77	4.41	20.02	134.2	0.07	2.86	0.51	2.08	0.52	5.98	47.95	8.63	34.78	8.52	16.34	1.59	8.71	25.04	0.61
A465	38.31843	-121.57779	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.40	1.33	21.04	143.78	7.63	8.45	94.84	3.88	2.99	13.37	3.59	21.03	135.2	0.07	1.93	0.68	1.64	0.19	4.45	43.41	15.32	36.75	4.35	15.64	1.63	8.95	24.59	0.64
A2733	38.32102	-121.59032	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.41	1.07	20.07	145.73	7.72	8.86	97.56	3.61	3.58	12.77	4.43	20.00	134.3	0.07	2.86	0.50	2.09	0.51	5.97	48.04	8.46	34.97	8.47	16.48	1.58	8.71	25.18	0.60
A463	38.32131	-121.57735	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.56	1.22	21.01	143.98	7.63	8.45	94.80	3.82	2.99	13.37	3.59	21.01	135.3	0.07	1.97	0.66	1.64	0.21	4.49	43.78	14.83	36.52	4.61	15.75	1.63	8.95	24.70	0.65
A2731	38.32332	-121.58896	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.58	0.99	20.10	145.76	7.71	8.85	97.46	3.63	3.56	12.78	4.40	20.03	134.4	0.07	2.84	0.51	2.06	0.50	5.91	48.07	8.71	34.84	8.41	16.57	1.59	8.71	25.28	0.61
A461	38.32413	-121.57653	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.95	0.95	20.93	144.29	7.63	8.46	94.93	3.70	3.03	13.31	3.69	20.92	135.2	0.07	2.11	0.63	1.67	0.25	4.67	44.99	13.62	35.77	5.36	15.82	1.62	8.92	24.75	0.66
A2729	38.32485	-121.58611	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.59	0.91	20.24	145.46	7.68	8.79	97.16	3.64	3.47	12.85	4.26	20.19	134.4	0.07	2.74	0.54	1.93	0.48	5.71	47.99	9.71	33.84	8.20	16.48	1.59	8.74	25.23	0.62
A2727	38.32758	-121.58564	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.74	0.86	20.19	145.57	7.68	8.82	97.41	3.63	3.52	12.80	4.35	20.13	134.2	0.07	2.82	0.53	1.97	0.50	5.84	48.31	9.23	33.73	8.45	16.53	1.59	8.72	25.27	0.62
A2719	38.32835	-121.57753	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.19	0.71	20.96	144.75	7.66	8.54	95.37	3.54	3.02	13.29	3.69	20.94	135.8	0.07	2.16	0.60	1.64	0.29	4.72	44.63	13.56	35.50	5.62	15.84	1.62	8.91	24.77	0.65
A457	38.32953	-121.57347	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.34	0.55	21.57	144.46	7.63	8.28	94.01	3.30	2.64	13.68	3.16	21.61	137.5	0.07	1.52	0.66	1.49	0.15	3.84	39.01	17.61	38.86	3.79	15.23	1.65	9.07	24.23	0.66
A2725	38.33037	-121.58540	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.95	0.87	20.14	145.66	7.69	8.83	97.46	3.72	3.65	12.75	4.57	20.08	134.2	0.07	2.96	0.53	2.13	0.48	6.12	48.36	8.65	34.67	7.92	16.75	1.58	8.70	25.48	0.61
A2721	38.33049	-121.58000	North Delta Tidal Transition Zone	Sutter Slough	May-2022	15.66	0.73	20.61	145.11	7.68	8.69	96.24	3.63	3.28	13.00	4.09	20.58	135.1	0.07	2.55	0.57	1.82	0.36	5.34	46.73	11.62	34.50	6.29	16.16	1.60	8.80	25.03	0.64
A2723	38.33199	-121.58305	North Delta Tidal Transition Zone	Sutter Slough	May-2022	16.10	0.86	20.24	145.51	7.69	8.77	96.87	3.81	3.64	12.77	4.59	20.18	134.4	0.07	2.96	0.53	2.12	0.45	6.08	48.51	8.96	34.90	7.24	16.71	1.58	8.71	25.47	0.61
A455	38.33195	-121.57145	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.12	0.37	21.82	144.33	7.62	8.18	93.46	3.13	2.42	13.67	2.88	21.88	138.1	0.07	1.24	0.70	1.34	0.07	3.38	36.76	20.91	39.58	1.91	14.60	1.65	9.07	23.60	0.66
A453	38.33410	-121.56901	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.14	0.49	21.82	144.13	7.61	8.18	93.40	3.08	2.39	13.67	2.83	21.87	137.9	0.07	1.24	0.72	1.31	0.02	3.31	37.53	21.85	39.47	0.77	14.62	1.65	9.07	23.60	0.67
A451	38.33632	-121.56662	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.12	0.71	21.82	143.97	7.61	8.22	93.79	3.04	2.38	13.80	2.76	21.87	137.6	0.07	1.22	0.73	1.29	0.01	3.25	37.57	22.56	39.67	0.26	14.80	1.66	9.12	23.82	0.67
A449	38.33851	-121.56424	North Delta Tidal Transition Zone	Sacramento River	May-2022	14.07	0.98	21.81	143.81	7.61	8.28	94.34	3.13	2.37	13.91	2.72	21.86	137.4	0.07	1.16	0.74	1.28	0.00	3.19	36.34	23.34	40.28	0.10	15.04	1.67	9.16	24.11	0.68
A447	38.34067	-121.56179	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.95	1.44	21.80	143.54	7.61	8.30	94.60	3.29	2.39	13.98	2.73	21.85	137.1	0.07	1.09	0.74	1.28	0.01	3.14	34.79	23.48	40.77	0.33	15.44	1.67	9.19	24.57	0.69
A445	38.34300	-121.55957	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.86	1.73	21.81	143.28	7.61	8.30	94.72	3.18	2.38	13.96	2.75	21.87	136.9	0.07	1.14	0.72	1.27	0.02	3.19	35.85	22.55	39.94	0.73	15.70	1.67	9.18	24.83	0.70
A443	38.34422	-121.55628	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.74	2.00	21.84	142.93	7.62	8.31	94.83	3.02	2.37	13.91	2.75	21.89	136.7	0.07	1.19	0.70	1.26	0.04	3.23	36.87	21.82	38.88	1.31	15.90	1.67	9.16	25.03	0.71
A441	38.34496	-121.55272	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.68	2.32	21.86	142.57	7.62	8.31	94.85	2.95	2.37	13.84	2.76	21.91	136.5	0.07	1.18	0.71	1.22	0.05	3.20	36.75	22.30	38.10	1.67	16.18	1.66	9.14	25.31	0.72
A439	38.34583	-121.54924	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.50	2.62	21.88	142.27	7.62	8.31	94.91	2.93	2.37	13.81	2.79	21.93	136.2	0.07	1.18	0.73	1.23	0.05	3.18	36.93	22.82	38.60	1.61	16.25	1.66	9.12	25.38	0.74
A437	38.34638	-121.54561	North Delta Tidal Transition Zone	Sacramento River	May-2022	13.32	2.73	21.89	141.91	7.63	8.31	94.86	3.05	2.35	13.82	2.83	21.94	135.7	0.07	1.13	0.77	1.21	0.02	3.14	35.91	24.58	38.70	0.69	16.09	1.66	9.13	25.22	0.75
A435	38.34672	-121.54197	North Delta Tidal Transition Zone	Sacramento River	May-2022	12.72	2.72	21.88	141.04	7.63	8.29	94.66	3.27	2.34	13.82	2.78	21.94	134.7	0.07	1.01	0.81	1.15	0.00	3.01	33.65	26.99	38.38	0.10	15.44	1.66	9.13	24.57	0.76
A433	38.34777	-121.53849	North Delta Tidal Transition Zone	Sacramento River	May-2022	11.96	2.67	21.90	139.95	7.63	8.28	94.54	3.32	2.31	13.77	2.70	21.96	133.7	0.07	0.95	0.81	1.12	0.01	2.92	32.61	27.72	38.33	0.41	14.62	1.66	9.11	23.73	0.77
